RefName	sample1and2	sample3and4	m5and6	m7and8	TD_pt	TT_pt	length	Col.DMSO.Mo	Col.Tun.Mo	Col.DMSO.Di	Col.Tun.Di	TD.tpm	TT.tpm	CD.tpm	CT.tpm	MD.tpm	MT.tpm	MDvsCD	MTvsCT	CTvsCD	MTvsMD	TTvsTD	Colision_Col.DMSO	Colision_Col.Tun	tiles	CDS.gtf	five_prime_UTR.gtf	three_prime_UTR.gtf	m6aPerc.Total_DMSO2	m6aPerc.Total_Tunica	m6aPerc.CD.m6a	m6aPerc.sample3and4	m6aPerc.MD.m6a	m6aPerc.MT.m6a
AT2G33170	37	18.5	52.5	40.5	97	78.5	4748	0.338777	0.065043	0.011643	0.037075	20.620807607854054	14.68219817353717	27.28399978200293	14.324595330183854	25.514084785471205	27.961907548900925	-0.09676126438514412	0.9649684006617048	-0.9295607727670254	0.13216889227982356	-0.49003285632411825	-4.86280118752978	-0.8109471081725842	2	4644.5	69	195	1.58027451	1.196166902	2.7535330705	.	2.351737985	3.1547287820000003
AT2G33180	56.5	32	36.5	55	54	49.5	1451	0.275453	0.223567	0	0.117425	2.4259773656298895	NA	NA	7.162297665091927	NA	NA	NA	NA	NA	NA	NA	-Inf	-0.9289676587630552	NA	1451	353	261	2.805005631	2.390169082	2.955336507	3.094570313	3.0642296345	2.797786831
AT2G33210	55	15.5	42.5	45	56	57.5	4005	0.979303	1.084329	0.882432	0.927829	103.10403803927028	65.50519185116585	45.373986848224646	71.62297665091927	141.57015493713175	156.55284236338275	1.6415798214533803	1.1281553187700248	0.6585570486535861	0.14513254597023065	-0.6544196742250004	-0.15027019519326962	-0.2248717116539607	3	3939.5	189	273.5	2.493999212	2.8685	5.9624078415	9.018911565	3.1077366605	3.2545737555
AT2G33220	51	45	41.5	48	47	45	1893	2.945188	2.511981	3.029788	2.591136	168.6054269112773	199.90377513200607	163.10792196133616	207.70663228766588	101.19475514563908	114.20496258747502	-0.6886923356841931	-0.8629219416772531	0.34872042989814184	0.174490823905082	0.24565474414461885	0.04085712067090364	0.0447591876239736	1	1610	122.5	244.5	4.177934783	5.116936605	4.383804559	4.752356115	4.3142427325	4.4070678585
AT2G33250	42.75	22	36.5	43.75	38.5	46	1382	0.232658	0.146839	0.029676	0.0126	83.69621911423117	89.22258890072588	81.55396098066808	42.97378599055156	33.87039020145454	25.36449235064592	-1.267730341257738	-0.76064659773535	-0.924298064508274	-0.41721432098588634	0.09224655818406276	-2.970842244681764	-3.542739555733017	1	1382	84	72	1.95642132	1.999108547	1.9064537315	1.830567019	1.9003461575	1.4598496335
AT2G33255	76.25	32	41.75	63	59	57	1845	0.680785	0.525975	0.529398	0.423097	78.8442643829714	38.399595223097215	33.616106093844586	50.13608365564349	63.21191559270311	50.37926064235888	0.9110439150617248	0.00698064399455969	0.576696685143739	-0.32736658592342627	-1.0379147049929864	-0.3628465053939337	-0.3140057725355081	3	1845	16	264	2.556483156	3.059336007	6.7215336595	3.072749529	3.31322796	3.5418173435
AT2G33290	NA	24	61.5	41.5	52.5	82	3935	0.045209	0.034667	0	0.004698	15.76885287659428	10.164598735525734	NA	7.162297665091927	5.96374517742664	21.62527388553753	NA	1.5942240212709429	NA	1.8584278850045168	-0.633524449913651	-Inf	-2.883444376070835	NA	3217.5	113	172.5	1.115590476	1.379818031	5.555523809	.	7.615639184	1.294840863
AT2G33310	48.5	34.5	42.5	47	72	52	3064	0.408308	0.417965	0.263056	0.307752	46.0935699469679	70.02279128917728	174.1145984157239	128.9213579716547	138.85727511494082	145.00342060631704	-0.326434403077871	0.16959564359704	-0.43354587900188474	0.06248416767302635	0.6032590637284186	-0.6342878780031859	-0.44161390498539066	2	1882	266	324	2.199706868	2.281230887	1.874528867	2.162442681	1.9291882615	2.0188307020000003
AT2G33330	59.75	104	43	55.25	74.5	53.5	2720	0.40535	0.362943	0.187089	0.12577	20.620807607854054	18.07039775204575	17.63682113157009	NA	40.21523999967553	30.22755638541533	1.1891517775609397	NA	NA	-0.41187797458727754	-0.19047257446521004	-1.1154434060414111	-1.5289551552768106	3	2720	497	374	2.73666417	2.209350907	5.5488832960000005	3.025068493	2.4470779125	2.5583587784999997
AT2G33340	68.5	22	50	55.5	49	42	5083	0.80056	1.002521	0.462173	0.686798	220.7639402723198	164.89237948741768	140.79653068722	128.92135797165466	145.84276408043024	197.68519301427267	0.0508020238580355	0.6167135246151593	-0.1271204955453629	0.43879100521176073	-0.42097981453354727	-0.7925765527523759	-0.5456747141689755	2	4936	152	358.5	3.215172189	3.576087372	5.4965079275	5.261646707	3.3779078570000003	3.7275256165
AT2G33360	74	25.5	70.25	65.5	98	36	3358	0.056899	0.048564	0	0.006089	12.129886828149449	2.2587997190057187	26.07962954735896	35.811488325459635	21.81477201314756	20.00425254061439	-0.2576179805584982	-0.840115754955406	0.45749910160899326	-0.12499867278791477	-2.424937828102234	-Inf	-2.995610036786003	2	3247	162.5	247	1.251281204	.	1.299002757	4.490740741	2.6110364925000003	1.7717842015
AT2G33370	46.5	27	31	34	41	37	1638	2.040431	1.891857	0.812834	1.391948	3.638966048444834	5.646999297514296	NA	14.324595330183854	3.0299205262584596	NA	NA	NA	NA	NA	0.6339558609513349	-1.3278412697736606	-0.4426977272523991	NA	1570.5	121	589	3.05954014	3.489501842	4.7815803045	4.756106944	4.6538174725	4.3914387395
AT2G33380	63.25	21	37.25	38.5	34	45	1724	1.12053	0.964914	0.980078	0.563464	23.04678497348395	114.06938580978884	45.52911441753556	143.2459533018385	143.06909922107923	195.5859011259773	1.6518508022076843	0.4493079934685499	1.653633080404194	0.4510902716650595	2.3072742360933387	-0.19321279818523637	-0.7760769260393154	3	1682	138	152	1.037528595	1.219304245	0.9820322581	1.557207904	1.3373538699999998	1.20673622
AT2G33390	67.5	62.5	52.75	58.25	58	47	2125	0.066184	0.060469	0.023235	0.098651	44.88058126415295	55.340593115640104	61.05523344515843	64.46067898582734	30.744373800105805	29.361751319330324	-0.989792541006662	-1.1344813627211228	0.07830442148281104	-0.06638440023164996	0.3022467452713874	-1.510182842416412	0.7061379544915041	1	1614.5	281.5	419	2.356582985	2.223984911	5.2882689605	2.984501812	2.143547102	2.4076512895
AT2G33410	54	23	37	41	42	43	2011	0.547091	0.741748	0.530892	0.425764	NA	NA	NA	NA	NA	1.5472954867585584	NA	NA	NA	NA	NA	-0.04336242096602626	-0.8008751622462759	NA	2011	231	428	1.800992849	1.770393891	2.27038604	2.516655773	2.0591724925	2.122362537
AT2G33435	141.75	145	83.25	104.5	62	49	8384	0.064131	0.055178	0.05097	0.019236	3.638966048444834	1.1293998595028594	5.87894037719003	NA	NA	6.152319017951945	NA	NA	NA	NA	-1.6879722339360272	-0.3313735501711942	-1.5202843339119851	NA	8384	110.5	282	3.046951965	3.965257271	14.44481481	41.6675	3.963942944	4.2126320495
AT2G33450	52.25	40	38	38	46	41	1077	5.255619	3.556926	3.652053	2.101443	1.2129886828149448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.5251529905280721	-0.7592506351457087	NA	1077	40	275	2.980429983	3.716653169	3.938920623	3.71132874	4.308087338	3.857533086
AT2G33470	78	55	53	52.5	54	46	2444	1.492205	1.60077	1.332145	1.504897	84.90920779704612	134.39858328084026	48.39102082147512	85.94757198110312	115.29058203050508	109.02903742285494	1.252463386839071	0.34318362617594766	0.8287175105723645	-0.08056225009075849	0.6625250131481061	-0.16369462350393418	-0.0891012874229575	3	2444	211.5	242	4.130333333	3.927326007	3.956758451	4.335985095	4.192990437500001	4.251162745
AT2G33480	92.25	23.5	55.5	71	93	73	1461	0.232667	0.178488	0.090485	0.048665	10.916898145334502	15.81159803304003	57.131867602604714	64.46067898582734	27.077092986145576	20.188567186025843	-1.077222832856946	-1.674880860870975	0.1741236934351545	-0.4235343345788748	0.5344201874004206	-1.3625160458459835	-1.8748706229185363	1	1410	296	188	0.9419299065	0.8123409962	1.5930681685	0.9195731523	1.639207712	1.2101151410000002
AT2G33510	34.75	35	43.25	55	65	47	1645	0.165562	0.22186	0.082119	0.103734	37.60264916726328	37.270195363594354	59.24256970655193	42.97378599055156	27.55429348203021	30.080104669086168	-1.104357084756224	-0.5146472970054463	-0.46317733620045715	0.12653245155032042	-0.0128119242432928	-1.011583617318717	-1.0967607505027914	1	1571	71	220	2.64489071	3.01111708	3.00127486	3.002226891	3.065652953	2.8478148795
AT2G33530	49.5	20	37.5	53.25	40	48	3028	0.365707	0.303962	0.095532	0.114922	38.81563785007823	19.199797611548608	11.75788075438006	7.162297665091927	78.6785589280629	32.640656938258886	2.742342481925185	2.1881757104068176	-0.7151336681911391	-1.2693004397095065	-1.015546891964532	-1.9366322681511912	-1.4032359699373165	3	3028	137	219	2.528284535	2.547813636	NA	.	2.6549534465	2.600830966
AT2G33550	98.25	36	57	93.5	33.5	79.5	1711	0.046704	0.050632	0.021819	0.055582	7.277932096889668	10.164598735525734	19.294357300865684	14.324595330183854	7.526753378101009	10.112715057554066	-1.3580793822491868	-0.5023240000096462	-0.4296846047785669	0.4260707774609738	0.4819527675062853	-1.0979611338192956	0.13456827493051957	1	1711	205	197	1.196480663	2.520067476	2.260306425	1.88620155	1.6538677425	2.3011691975
AT2G33570	67	29.5	24.5	50.75	54	57	2481	0.278301	0.160245	0.141051	0.079849	16.981841559409226	16.94099789254289	12.211046689031685	14.324595330183854	45.733816639580965	36.379875403367265	1.90507445338812	1.3446462185203014	0.23030751492786136	-0.33012071993995734	-0.00347405966395683	-0.9804291984766064	-1.0049330971846104	3	2481	589	208	1.766807512	1.495529026	2.943862063	.	1.992311588	1.9452095225
AT2G33590	58	47	40.5	46.75	51	46.5	2368	0.523199	0.642547	0.344574	0.483932	9.703909462519558	23.717397049560045	39.041880536383	14.324595330183854	34.41165461406602	32.56693108009431	-0.1821252823082446	1.1849133914493308	-1.4465281616695962	-0.07948948791202082	1.2893076895638889	-0.6025459369802251	-0.40899764554690726	2	2368	353	270	2.085763889	2.108395522	2.6072696515	3.003239943	2.577271657	3.1631072115
AT2G33600	44.5	33	65	51.5	54.5	54	2074	0.167574	0.14323	0.117933	0.037202	3.638966048444834	2.2587997190057187	NA	NA	3.7633766890505047	3.849807252355252	NA	NA	NA	0.03275851560861891	-0.6879722339360272	-0.506830854981208	-1.9448816129180344	NA	2074	204	243	2.72994883	2.896738311	5.12170184	6.813786765	3.545763243	3.0250687335000004
AT2G33610	59	83	61.25	49	69	54.5	2436	0.159835	0.177019	0.048936	0.020777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.707615271886784	-3.090844954533641	NA	2436	50	258	1.751968917	2.406892819	3.3019562625	2.835680077	2.4292385065	2.687424582
AT2G33620	51	25	33	45.25	39	54	2857	0.093931	0.103907	0	0.089383	19.407818925039113	9.035198876022871	17.636821131570095	7.162297665091927	6.697201340218685	9.246909991469062	-1.3969603062940226	0.3685488673456619	-1.3000961689122956	0.46541300472738895	-1.1030097332148712	-Inf	-0.21722047645032877	1	2818	23	319	3.615390303	4.537615354	15.205614570000002	3.857408537	6.5987555115	6.000173873
AT2G33630	59.25	29	53.5	57	56.5	55	2044	0.34626	0.4198	0.247372	0.091025	139.49369852371862	155.85718061139457	137.1834199832881	186.2197392923901	128.71701666930585	150.53001736456767	-0.09190333403721011	-0.3069548015199632	0.4408998790532604	0.2258484115705072	0.16002467261892284	-0.4851735257252367	-2.2053674258476392	2	2044	142	117	2.019477186	2.081477196	1.8387134155	3.602837585	1.966638651	2.2886093395
AT2G33700	97	99	44	45.75	54	68	2791	0.227884	0.248509	0.171276	0.150288	24.259773656298893	36.1407955040915	61.35327181049914	42.97378599055156	76.35006260623307	94.8453375384519	0.3154890589011779	1.1421199704045917	-0.51368339697161	0.31294751453180364	0.5750621718977665	-0.41197662650801903	-0.725568281943003	2	2791	987	218	1.295820957	1.743195774	4.16790181	3.36668	2.053038523	1.810478452
AT2G33730	56.5	45	45	41.5	46	53	2722	0.256452	0.296006	0.242404	0.251123	NA	1.1293998595028594	NA	NA	3.0299205262584596	3.0577280444348283	NA	NA	NA	0.0131801457109833	NA	-0.0812753170854291	-0.2372322503193973	NA	2722	122	397	1.328224609	1.147395377	1.522101949	3.058233996	1.576526653	1.4337837155
AT2G33735	20.5	53	28.75	48.75	64	59	1347	0.053184	0.067106	0	0.022425	7.277932096889668	2.2587997190057187	5.87894037719003	7.162297665091927	NA	NA	NA	NA	0.28486633180886084	NA	-1.6879722339360272	-Inf	-1.5813337795410762	NA	1283.5	70	262	2.578	3.690572289	3.508552632	2.976168831	4.189729167	NA
AT2G33740	66.5	40	39.25	53	44	45	2262	0.474357	0.617353	0.229095	0.439959	132.21576642682894	217.9741728840518	238.78294256481425	343.7902879244125	75.7127023185313	98.65828186172486	-1.6570925149629652	-1.8010167211900852	0.5258290077467236	0.38190480151960354	0.7212629792762829	-1.0500272647541742	-0.4887265680802326	1	2177.5	68	273	4.026141667	3.466617048	5.8708825	4.614828283	6.1035830739999994	5.3590200685
AT2G33770	97.5	70	76	94.5	105	64	5555	0.112987	0.064237	0.048861	0.005186	92.1871398939358	62.11699227265726	87.88606729250975	85.94757198110312	22.420100342485895	26.911787837404475	-1.9708417359045989	-1.6752186470686157	-0.03217758678512586	0.26344550205085776	-0.5695775331337971	-1.2094014937920166	-3.630710406299415	1	5555	483	226	1.003866353	1.327511015	1.7048607665	2.5059375	1.48131739	1.7603228930000001
AT2G33800	49	38.5	38.5	42	50	39	1824	3.372792	2.81396	3.169977	1.528559	3.638966048444834	2.2587997190057187	NA	7.162297665091927	NA	2.339374694678982	NA	-1.6142995234770714	NA	NA	-0.6879722339360272	-0.08947097730826528	-0.8804295819521697	NA	1824	143	252	2.04106943	2.154374669	1.7476468545	1.972028158	2.2632602925	2.261748747
AT2G33810	109.5	13	58.5	100.5	55	88	1071	0.011405	0.014372	0	0	NA	NA	11.75788075438006	7.162297665091927	1.4989442839475164	NA	-2.971609387476369	NA	-0.7151336681911391	NA	NA	-Inf	-Inf	1	1071	340	243	4.276975309	0.5154123711	5.159233539	.	2.985916667	1.76716954
AT2G33830	44.5	54	31.25	42	56	62	1854	1.461563	1.079056	1.128405	0.987516	271.7094649505476	83.57558960321158	104.91459492011728	93.10986964619504	24.748596664315738	52.49745776254413	-2.083796762078251	-0.826686540922121	-0.17220938195547952	1.0849008392006505	-1.7009112896435254	-0.37322705350969504	-0.12789371020946272	1	1354.5	186.5	185	2.137606465	1.317746377	1.704985268	0.7939318182	1.3358370875	1.1416778601
AT2G33840	68.25	47	47	51.5	52	42	2868	0.431277	0.505654	0.246694	0.209481	9.703909462519558	13.552798314034312	11.75788075438006	7.162297665091927	11.991554271580132	13.925659380827028	0.02839061252363068	0.9592512574583002	-0.7151336681911391	0.2157269767435304	0.481952767506285	-0.8058921518345807	-1.271331143682663	2	2868	300	248	2.53747658	2.79361553	5.8947492355	3.319273333	2.952958045	2.832668478
AT2G33855	47.5	40	39.5	42.5	43	45	896	0.302753	0.268735	0.222367	0.23603	2.4259773656298895	3.388199578508578	NA	NA	3.0299205262584596	3.886670181437541	NA	NA	NA	0.35925473453985984	0.481952767506285	-0.4451985525338616	-0.18721398857182156	NA	896	53	407	2.050272882	1.412993464	1.634967065	1.155637481	1.7790523945	2.166564996
AT2G33860	61.5	38.5	95	58.75	63	66.5	3772	0.130327	0.094612	0.049543	0.02335	NA	1.1293998595028594	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.3953828632060212	-2.018600627737019	NA	3411	364	237	1.494252553	2.113750751	8.9545122355	.	4.3916142385	3.0469734535
AT2G33980	NA	150	72	145.25	104	79	10294	0.026058	0.027184	0.030011	0.012742	4.851954731259779	2.2587997190057187	NA	7.162297665091927	3.7633766890505047	NA	NA	NA	NA	NA	-1.1030097332148712	0.20376503331974913	-1.0931660150780194	NA	3442.5	137	106.5	0.6944184028	.	23.52882353	.	0.694375	NA
AT2G33990	64.25	9	41.25	60.25	83.5	40	2256	0.193833	0.174383	0.075942	0.128973	6.064943414074723	6.776399157017156	NA	7.162297665091927	5.96374517742664	4.641886460275676	NA	-0.6257112432628561	NA	-0.36150737952928175	0.16002467261892284	-1.3518443107614604	-0.4351903289666076	NA	2256	236	246	1.855874625	2.348917361	6.889205274	2.940244681	2.5661455694999997	2.732451324
AT2G34000	NA	6	97	NA	35	20	812	0.009256	0.008397	0	0	NA	1.1293998595028594	NA	7.162297665091927	1.4989442839475164	NA	NA	NA	NA	NA	NA	-Inf	-Inf	NA	812	245	110	.	.	NA	.	NA	NA
AT2G34040	72.25	68	41.5	50	61	53	4951	0.95415	0.734015	0.545814	0.496959	95.82610594238068	83.57558960321154	94.2181736043514	78.78527431601118	144.75695637564058	211.79516704051065	0.6195554082806658	1.4266717616366835	-0.25807936393517183	0.5490369894208462	-0.19733711576302612	-0.8058066873691152	-0.5626827138415572	3	4896	70	222	2.325095643	3.167045238	4.916563749	5.145539773	3.2203730449999997	3.5735342379999997
AT2G34050	55.25	67.5	43	65.5	63	41	1767	0.38637	0.34154	0.237412	0.1456	57.0104680923024	48.56419395862295	76.5813524727813	85.94757198110312	67.42046081927481	55.70263752330811	-0.18380665109036232	-0.6257112432628558	0.166463744868409	-0.2754408473040845	-0.2313338301904106	-0.7025902214335006	-1.230044196396716	2	1767	251	159	2.239744991	2.731061931	3.4516389480000003	4.248768116	2.7004327745	3.0697807925
AT2G34060	30.5	14	30	24.5	78	45	1928	0.093501	0.044803	0.021739	0	6.064943414074723	5.646999297514296	NA	7.162297665091927	3.699312772323651	NA	NA	NA	NA	NA	-0.10300973321487128	-2.1046962172897494	-Inf	NA	1928	116	194	1.669063574	2.058984674	0.8571428571	.	3.129785631	2.49113975585
AT2G34070	59	39	38	61.75	50	50	3145	0.266595	0.308342	0.28736	0.115228	1.2129886828149448	NA	NA	NA	NA	1.5472954867585584	NA	NA	NA	NA	NA	0.10820953231488074	-1.4200400865486074	NA	3111.5	410.5	413.5	1.924077485	2.045652847	1.862502499	1.64966369	2.333386047	2.2134248835
AT2G34090	50.5	84	102.25	27	85	120	3259	0.279939	0.077249	0.020407	0.060651	21.833796290669007	14.68219817353717	17.63682113157009	14.324595330183854	8.196145624166201	6.833809438625502	-1.105573029711605	-1.0677324596599505	-0.3000961689122953	-0.2622555988606406	-0.5724950165160917	-3.777976476698165	-0.3489848248600496	1	2992	94	185	2.657407407	2.318117584	6.9354517295	.	6.5848845695	3.367543353
AT2G34140	61.25	43.5	37	43.5	81	47	1094	0.156997	0.122645	0.113508	0.192772	NA	2.2587997190057187	NA	7.162297665091927	NA	NA	NA	NA	NA	NA	NA	-0.46794300974351727	0.6524070971242796	NA	1094	87	493	1.531084011	1.750300388	1.2542937554	2.150430108	1.1987425268999998	1.674474213
AT2G34170	98	51	41.5	81.5	76	48	3351	0.134259	0.122928	0.146033	0.100274	41.24161521570811	22.587997190057184	22.31139127411615	14.324595330183854	32.11519025059961	21.514685098290663	0.5254753643091639	0.5868273408761366	-0.6392860952725619	-0.5779341187055891	-0.868544479577848	0.12127561890859376	-0.2938659851862308	3	2655	133	82	1.251811785	1.415339912	5.101329787	.	1.9685930375	2.523571256
AT2G34200	78	49	72	76	32.5	65	1621	0.042694	0.050445	0.077102	0.010912	9.703909462519556	10.164598735525734	NA	28.649190660367708	9.121793537138805	10.002126270307198	NA	-1.5181876600680435	NA	0.1329173016662673	0.06691526822744143	0.8527349486636747	-2.208795730110929	NA	1552	78	146.5	2.033395833	1.656602642	2.266124161	3.935472028	1.821889249	2.6507860589999996
AT2G34250	39.5	44	33.5	43.5	48	46	2856	3.719196	9.423745	1.891942	5.414674	304.46015938655233	938.5312832468676	75.67502060347806	186.2197392923901	448.15558782151015	1294.536221084768	2.566110617025718	2.797357420577373	1.2991169387194823	1.5303637422711365	1.6241513796046825	-0.9751229177313492	-0.7994260209215707	3	2767	201	295	2.621276923	2.59180115	2.8394357445	1.675009292	2.6340869525	2.6384102195
AT2G34260	86	37	43.75	75.5	85.5	55	3031	0.392891	0.343075	0.418637	0.278804	69.14035492045183	49.69359381812582	104.31851818943584	93.10986964619504	87.60816071502109	81.39889623569461	-0.2518581133279612	-0.1939248698010388	-0.16398927513727687	-0.10605603161035455	-0.4764681287423148	0.09157070539538643	-0.2992727403181187	2	2843	120	122	3.369731444	3.653631481	4.3038845525	5.433323129	3.54184665	3.9608130885
AT2G34300	42	38	32.5	49	42	59	3869	0.633825	0.656701	0.360882	0.255371	132.21576642682894	135.5279831403431	38.743842171042274	57.298381320735416	419.35204796330675	309.33055086727245	3.436122965542613	2.432583038936297	0.5645273523975592	-0.43901257420875706	0.03569653761672133	-0.812557378579338	-1.3626419506219745	3	3869	38	264	1.133107537	1.408348369	2.1217543035	1.622945736	1.379096579	1.6144324860000001
AT2G34310	58.5	36	58	56.5	41	30	2554	0.317901	0.283407	0.026673	0.045298	44.88058126415295	81.31678988420583	96.1737481389877	100.27216731128696	68.02578914861316	67.10460756404471	-0.499561357689365	-0.5794374767366179	0.06020615990794213	-0.01966995913931072	0.8574619025984908	-3.575125550891092	-2.645356133652433	2	2217	174	201	2.297110918	2.407233508	3.4236998375	2.612440147	2.9392085540000004	3.1831717085
AT2G34340	61	70	66.75	46.5	50	48	1183	0.033631	0.024746	0	0.043601	NA	2.2587997190057187	NA	NA	NA	NA	NA	NA	NA	NA	NA	-Inf	0.8171658804446582	NA	1183	324	447	1.461888112	0.6199293651	0.405078125	0	0.99767729035	1.05386777735
AT2G34355	NA	37	43.75	50.75	114	65	2304	0.060526	0.056049	0.01418	0.024082	NA	1.1293998595028594	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.0936974777991635	-1.218733421080006	NA	2304	472	198	3.358966068	1.67443309	NA	.	2.9831929744999997	2.1245006315
AT2G34357	83.75	21.5	39.25	55	70	64	7219	0.491943	0.475325	0.259228	0.26515	1.2129886828149448	NA	NA	NA	NA	2.302511765596693	NA	NA	NA	NA	NA	-0.9242696078911362	-0.8421055345575781	NA	7219	58	253	1.506896764	1.645676888	3.9884620175	6.544928571	2.2046781385000003	2.502876887
AT2G34380	81.5	51	46.5	51	55	52	1809	0.05194	0.04321	0.015371	0.006526	3.638966048444834	5.646999297514296	NA	7.162297665091927	4.464800893479123	7.018124084036948	NA	-0.0293370227559154	NA	0.6524896153469679	0.6339558609513349	-1.7566349876922067	-2.727094338385232	NA	1809	69	209	2.72577381	1.892025991	2.149706439	1.431710526	2.0392147575	3.1710129465000003
AT2G34390	81.5	24	44.5	51.5	52	53	1501	5.83371	4.914953	4.417113	3.415919	106.74300408771514	529.688534106841	121.50217338635431	93.10986964619504	456.9217509370851	417.8075918885907	1.9109650006182148	2.165832700856228	-0.38397611378522856	-0.12910841354721528	2.311002760663208	-0.40130992975915025	-0.5249038551877437	3	1198	179	129	0.83729811	1.528029957	0.7472903439	1.188368056	1.240331999	1.160177262
AT2G34410	40	36.5	38.25	57.25	46	69	4278	0.240823	0.253635	0.083019	0.130388	13.342875510964392	18.070397752045743	NA	NA	12.02358622994356	8.528556641713218	NA	NA	NA	-0.4954937593886461	0.43755864814783135	-1.5364597251931116	-0.9599427417461748	NA	3733	347	67.5	1.432940359	1.355856216	1.9544791665	1.24733871	2.1235217555	1.8217488155
AT2G34420	40	28.5	34	35.5	39	40	1044	49.511135	39.810776	51.598653	39.676996	3891.267694470342	3118.2730120873944	766.5525122545242	1038.5331614383294	1079.2234900443782	1555.1056900505162	0.4935371235888759	0.5824653502810596	0.4380907522580365	0.5270189789502201	-0.3194929870817221	0.05958038188947093	-0.0048561915863759	3	1044	54	191	4.145922403	4.440362495	2.236952184	1.858507362	4.334987936	4.4582227759999995
AT2G34430	52.5	40	38.75	40.5	50	46	1311	5.427816	10.157875	6.325006	10.501352	NA	1.1293998595028594	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2206950333595533	0.04797645432373663	NA	1311	210	299	3.486439875	4.455611796	0.97559505795	1.553232601	1.2749572715	2.3181424205
AT2G34450	50.75	25	55.25	72.75	56	43	2982	0.112537	0.056255	0	0.046808	16.981841559409226	18.07039775204575	36.179974132443434	21.48689299527578	4.49683285184255	6.189181947034234	-3.0082102116183607	-1.7956362447051686	-0.7517344923331307	0.46083947458006136	0.08963534472752466	-Inf	-0.2652262069198464	1	2497	132	308	2.379555556	2.208984375	5.8457215605	.	8.749875	3.2030509945
AT2G34460	73	43	51.25	47	56	44	1400	1.820248	1.559406	0.776093	0.534036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.2298335765749544	-1.545987686508283	NA	1400	76	225	2.865060292	3.131583333	3.6640090865	4.201753846	3.0429086945	3.266744867
AT2G34470	67	44	42.25	45.75	47	54.5	1770	0.375075	0.381574	0.343779	0.279759	94.61311725956568	102.7753872147602	79.44325887672086	35.811488325459635	57.08801062345933	76.46210634276063	-0.47673701666461543	1.0943224651055723	-1.1495023271948872	0.4215571545753004	0.1193826881215768	-0.1256976863758719	-0.4477783269261004	2	1770	93	164	2.55868423	2.773841216	3.826618531	3.040457875	2.6862473855	2.6000449784999997
AT2G34480	45	30	31	35	37	38	1785	13.231396	14.352149	8.769955	9.081002	33.96368311881844	19.1997976115486	35.72680819779181	14.324595330183854	18.75281952852567	21.69899974370211	-0.9298995061947484	0.5991341570318474	-1.3185126471273758	0.21052101609922	-0.8229018140221359	-0.5933239384290785	-0.6603433743658618	1	1695.5	103.5	286.5	2.755478418	3.820965558	3.9096703575	3.406618056	3.2696813415	4.229083443
AT2G34500	NA	109	34	18	28	49	2244	0.141211	0.07625	0.216348	0.040825	1.2129886828149448	10.164598735525734	NA	NA	1.4989442839475164	NA	NA	NA	NA	NA	3.066915268227441	0.6155013085328999	-0.901284451775916	NA	2244	417	338	0.9981025641	1.01950544	NA	.	1.5711373875	1.023571429
AT2G34510	54.5	29.5	33	48	52	50	3092	0.235088	0.165172	0.10061	0.099672	1.2129886828149448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.2244271918469305	-0.7287089587402532	NA	3038.5	985.5	219	1.638372126	1.633838983	5.749371563	.	1.4218656095	1.696921517
AT2G34555	16	30	NA	NA	75.5	35.5	1869	0.009879	0.006021	0	0	NA	3.388199578508578	NA	NA	NA	NA	NA	NA	NA	NA	NA	-Inf	-Inf	NA	1869	113	174	.	1.392453936	NA	.	1.449130435	NA
AT2G34560	69	49	43.5	61	53	56.5	2787	0.443045	0.608734	0.303287	0.314371	4.851954731259779	4.5175994380114375	NA	NA	2.997888567895033	NA	NA	NA	NA	NA	-0.10300973321487111	-0.5467695804410735	-0.9533438093696108	NA	2774.5	89.5	254	2.726487349	3.532540268	2.8719542899999997	2.988178715	3.3382680515	3.030798786
AT2G34570	46.5	45	51.5	60	55	45	1890	0.312054	0.259259	0.140555	0.095482	26.685751021928784	33.88199578508578	29.394701885950152	28.649190660367708	31.413766046170995	37.55854159930294	0.09584076466518993	0.390646660710654	-0.03706176307850155	0.2577441329669626	0.3444492437563499	-1.1506609286987932	-1.4410933810324371	2	1890	100	155	2.733044697	3.442646487	7.0893408205	10.13883333	3.595248698	4.2784063505
AT2G34585	44	31	30.75	36.5	36	37.5	833	0.531954	0.746196	0.369533	0.383522	48.51954731259779	39.52899508260007	22.31139127411615	21.48689299527578	10.492609987632616	21.66213681461982	-1.0884068925001875	0.01171867735243572	-0.05432359455140544	1.0458019753012178	-0.2956548111572672	-0.5255982904885074	-0.9602452890560194	1	833	326	260	1.581536697	1.814222222	1.3161815245	0.9923063973	1.5973754125	1.6359779935
