SYMBOL	cluster	uniprot	ENSEMBL	GENENAME	GO_terms	GO_names	pbc	p_value	present_median	present_average	present_consistency	xabsent_median	xabsent_average	xabsent_consistency
AGPS	I14_OG004311	O00116	ENSG00000018510	alkylglycerone phosphate synthase	GO:0005515; GO:0005739; GO:0005777; GO:0005778; GO:0005782; GO:0005829; GO:0008609; GO:0008610; GO:0008611; GO:0016020; GO:0071949	protein binding; mitochondrion; peroxisome; peroxisomal membrane; peroxisomal matrix; cytosol; alkylglycerone-phosphate synthase activity; lipid biosynthetic process; ether lipid biosynthetic process; membrane; FAD binding	0.4374	0.04941	1	0.6818181818181818	0.7272727272727273	0.0	0.25	0.25
AKIRIN1	I14_OG010093	Q9H9L7	ENSG00000174574	akirin 1	GO:0000785; GO:0003712; GO:0005515; GO:0005634; GO:0005654; GO:0010592; GO:0010759; GO:0014839; GO:0031965; GO:0045663; GO:0045944; GO:1902723; GO:1902725	chromatin; transcription coregulator activity; protein binding; nucleus; nucleoplasm; positive regulation of lamellipodium assembly; positive regulation of macrophage chemotaxis; myoblast migration involved in skeletal muscle regeneration; nuclear membrane; positive regulation of myoblast differentiation; positive regulation of transcription by RNA polymerase II; negative regulation of skeletal muscle satellite cell proliferation; negative regulation of satellite cell differentiation	0.3809	0.02815	0	0.36363636363636365	0.36363636363636365	0.0	0.0625	0.0625
AKIRIN2	I14_OG010093	Q53H80	ENSG00000135334	akirin 2	GO:0000122; GO:0000785; GO:0002250; GO:0002821; GO:0003712; GO:0005515; GO:0005634; GO:0005654; GO:0005737; GO:0006606; GO:0008284; GO:0009792; GO:0010629; GO:0016020; GO:0017053; GO:0019899; GO:0021987; GO:0030674; GO:0031144; GO:0032496; GO:0032755; GO:0042742; GO:0042802; GO:0045087; GO:0045089; GO:0045944; GO:0050871; GO:0051147; GO:0071630	negative regulation of transcription by RNA polymerase II; chromatin; adaptive immune response; positive regulation of adaptive immune response; transcription coregulator activity; protein binding; nucleus; nucleoplasm; cytoplasm; protein import into nucleus; positive regulation of cell population proliferation; embryo development ending in birth or egg hatching; negative regulation of gene expression; membrane; transcription repressor complex; enzyme binding; cerebral cortex development; protein-macromolecule adaptor activity; proteasome localization; response to lipopolysaccharide; positive regulation of interleukin-6 production; defense response to bacterium; identical protein binding; innate immune response; positive regulation of innate immune response; positive regulation of transcription by RNA polymerase II; positive regulation of B cell activation; regulation of muscle cell differentiation; nuclear protein quality control by the ubiquitin-proteasome system	0.3809	0.02815	0	0.36363636363636365	0.36363636363636365	0.0	0.0625	0.0625
AKT1	I60_OG000175	P31749	ENSG00000142208	AKT serine/threonine kinase 1	GO:0001649; GO:0001893; GO:0001934; GO:0001938; GO:0002042; GO:0003376; GO:0004672; GO:0004674; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0004712; GO:0005515; GO:0005516; GO:0005524; GO:0005547; GO:0005634; GO:0005654; GO:0005737; GO:0005758; GO:0005819; GO:0005829; GO:0005886; GO:0005911; GO:0005938; GO:0005978; GO:0005979; GO:0006006; GO:0006338; GO:0006417; GO:0006468; GO:0006469; GO:0006606; GO:0006809; GO:0006924; GO:0006954; GO:0006979; GO:0007165; GO:0007173; GO:0007186; GO:0008283; GO:0008286; GO:0008637; GO:0009408; GO:0010467; GO:0010507; GO:0010595; GO:0010628; GO:0010748; GO:0010761; GO:0010763; GO:0010765; GO:0010907; GO:0010951; GO:0010975; GO:0015630; GO:0016020; GO:0016242; GO:0016301; GO:0016310; GO:0016567; GO:0018105; GO:0018107; GO:0019221; GO:0019899; GO:0019901; GO:0022605; GO:0030027; GO:0030154; GO:0030235; GO:0030291; GO:0030307; GO:0030334; GO:0030335; GO:0031295; GO:0031397; GO:0031641; GO:0031663; GO:0031929; GO:0031982; GO:0031999; GO:0032079; GO:0032091; GO:0032094; GO:0032287; GO:0032436; GO:0032869; GO:0032991; GO:0033138; GO:0034405; GO:0035175; GO:0035402; GO:0035403; GO:0035556; GO:0035655; GO:0035924; GO:0035979; GO:0036064; GO:0036294; GO:0042593; GO:0042802; GO:0042803; GO:0042981; GO:0043066; GO:0043161; GO:0043276; GO:0043325; GO:0043488; GO:0043491; GO:0043536; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0045429; GO:0045600; GO:0045725; GO:0045737; GO:0045746; GO:0045861; GO:0045944; GO:0046326; GO:0046622; GO:0046777; GO:0046889; GO:0048009; GO:0048266; GO:0048661; GO:0051000; GO:0051091; GO:0051146; GO:0051247; GO:0060079; GO:0060416; GO:0060644; GO:0060716; GO:0070141; GO:0070848; GO:0071356; GO:0071364; GO:0071380; GO:0071889; GO:0071901; GO:0072354; GO:0072371; GO:0072518; GO:0072655; GO:0072656; GO:0072752; GO:0090201; GO:0097011; GO:0097194; GO:0098794; GO:0098978; GO:0099104; GO:0099175; GO:0106310; GO:0110002; GO:0140052; GO:0140823; GO:0140855; GO:0140857; GO:0150033; GO:0160049; GO:1900087; GO:1900182; GO:1901653; GO:1901796; GO:1902018; GO:1902176; GO:1903038; GO:1903078; GO:1903318; GO:1903898; GO:1904263; GO:1905552; GO:1990090; GO:1990244; GO:1990418; GO:2000010; GO:2000074; GO:2000402; GO:2001240	osteoblast differentiation; maternal placenta development; positive regulation of protein phosphorylation; positive regulation of endothelial cell proliferation; cell migration involved in sprouting angiogenesis; sphingosine-1-phosphate receptor signaling pathway; protein kinase activity; protein serine/threonine kinase activity; 3-phosphoinositide-dependent protein kinase activity; DNA-dependent protein kinase activity; AMP-activated protein kinase activity; eukaryotic translation initiation factor 2alpha kinase activity; ribosomal protein S6 kinase activity; protein serine/threonine/tyrosine kinase activity; protein binding; calmodulin binding; ATP binding; phosphatidylinositol-3,4,5-trisphosphate binding; nucleus; nucleoplasm; cytoplasm; mitochondrial intermembrane space; spindle; cytosol; plasma membrane; cell-cell junction; cell cortex; glycogen biosynthetic process; regulation of glycogen biosynthetic process; glucose metabolic process; chromatin remodeling; regulation of translation; protein phosphorylation; negative regulation of protein kinase activity; protein import into nucleus; nitric oxide biosynthetic process; activation-induced cell death of T cells; inflammatory response; response to oxidative stress; signal transduction; epidermal growth factor receptor signaling pathway; G protein-coupled receptor signaling pathway; cell population proliferation; insulin receptor signaling pathway; apoptotic mitochondrial changes; response to heat; gene expression; negative regulation of autophagy; positive regulation of endothelial cell migration; positive regulation of gene expression; negative regulation of long-chain fatty acid import across plasma membrane; fibroblast migration; positive regulation of fibroblast migration; positive regulation of sodium ion transport; positive regulation of glucose metabolic process; negative regulation of endopeptidase activity; regulation of neuron projection development; microtubule cytoskeleton; membrane; negative regulation of macroautophagy; kinase activity; phosphorylation; protein ubiquitination; peptidyl-serine phosphorylation; peptidyl-threonine phosphorylation; cytokine-mediated signaling pathway; enzyme binding; protein kinase binding; mammalian oogenesis stage; lamellipodium; cell differentiation; nitric-oxide synthase regulator activity; protein serine/threonine kinase inhibitor activity; positive regulation of cell growth; regulation of cell migration; positive regulation of cell migration; T cell costimulation; negative regulation of protein ubiquitination; regulation of myelination; lipopolysaccharide-mediated signaling pathway; TOR signaling; vesicle; negative regulation of fatty acid beta-oxidation; positive regulation of endodeoxyribonuclease activity; negative regulation of protein binding; response to food; peripheral nervous system myelin maintenance; positive regulation of proteasomal ubiquitin-dependent protein catabolic process; cellular response to insulin stimulus; protein-containing complex; positive regulation of peptidyl-serine phosphorylation; response to fluid shear stress; histone H3S10 kinase activity; histone H3T11 kinase activity; histone H3T6 kinase activity; intracellular signal transduction; interleukin-18-mediated signaling pathway; cellular response to vascular endothelial growth factor stimulus; histone H2AXS139 kinase activity; ciliary basal body; cellular response to decreased oxygen levels; glucose homeostasis; identical protein binding; protein homodimerization activity; regulation of apoptotic process; negative regulation of apoptotic process; proteasome-mediated ubiquitin-dependent protein catabolic process; anoikis; phosphatidylinositol-3,4-bisphosphate binding; regulation of mRNA stability; phosphatidylinositol 3-kinase/protein kinase B signal transduction; positive regulation of blood vessel endothelial cell migration; histone H3S28 kinase activity; histone H4S1 kinase activity; histone H2AS1 kinase activity; histone H2BS14 kinase activity; positive regulation of nitric oxide biosynthetic process; positive regulation of fat cell differentiation; positive regulation of glycogen biosynthetic process; positive regulation of cyclin-dependent protein serine/threonine kinase activity; negative regulation of Notch signaling pathway; negative regulation of proteolysis; positive regulation of transcription by RNA polymerase II; positive regulation of D-glucose import; positive regulation of organ growth; protein autophosphorylation; positive regulation of lipid biosynthetic process; insulin-like growth factor receptor signaling pathway; behavioral response to pain; positive regulation of smooth muscle cell proliferation; positive regulation of nitric-oxide synthase activity; positive regulation of DNA-binding transcription factor activity; striated muscle cell differentiation; positive regulation of protein metabolic process; excitatory postsynaptic potential; response to growth hormone; mammary gland epithelial cell differentiation; labyrinthine layer blood vessel development; response to UV-A; response to growth factor; cellular response to tumor necrosis factor; cellular response to epidermal growth factor stimulus; cellular response to prostaglandin E stimulus; 14-3-3 protein binding; negative regulation of protein serine/threonine kinase activity; histone H3T3 kinase activity; histone H2AS121 kinase activity; Rho-dependent protein serine/threonine kinase activity; establishment of protein localization to mitochondrion; maintenance of protein location in mitochondrion; cellular response to rapamycin; negative regulation of release of cytochrome c from mitochondria; cellular response to granulocyte macrophage colony-stimulating factor stimulus; execution phase of apoptosis; postsynapse; glutamatergic synapse; potassium channel activator activity; regulation of postsynapse organization; protein serine kinase activity; regulation of tRNA methylation; cellular response to oxidised low-density lipoprotein particle stimulus; histone H2BS36 kinase activity; histone H3S57 kinase activity; histone H3T45 kinase activity; negative regulation of protein localization to lysosome; negative regulation of cGAS/STING signaling pathway; positive regulation of G1/S transition of mitotic cell cycle; positive regulation of protein localization to nucleus; cellular response to peptide; regulation of signal transduction by p53 class mediator; negative regulation of cilium assembly; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway; negative regulation of leukocyte cell-cell adhesion; positive regulation of protein localization to plasma membrane; negative regulation of protein maturation; negative regulation of PERK-mediated unfolded protein response; positive regulation of TORC1 signaling; positive regulation of protein localization to endoplasmic reticulum; cellular response to nerve growth factor stimulus; histone H2AT120 kinase activity; response to insulin-like growth factor stimulus; positive regulation of protein localization to cell surface; regulation of type B pancreatic cell development; negative regulation of lymphocyte migration; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	0.3184	0.02529	1	0.9545454545454546	1.0	1.0	0.71875	0.75
AKT2	I60_OG000175	P31751	ENSG00000105221	AKT serine/threonine kinase 2	GO:0004674; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0005515; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005769; GO:0005829; GO:0005886; GO:0005938; GO:0005978; GO:0006006; GO:0006338; GO:0007165; GO:0008286; GO:0010748; GO:0010907; GO:0030334; GO:0030335; GO:0032000; GO:0032287; GO:0032587; GO:0032869; GO:0035175; GO:0035402; GO:0035403; GO:0035556; GO:0035979; GO:0036211; GO:0043231; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0045444; GO:0045725; GO:0046326; GO:0046872; GO:0050821; GO:0051726; GO:0060644; GO:0071486; GO:0072354; GO:0072371; GO:0072518; GO:0072659; GO:0090314; GO:0097473; GO:0106310; GO:0140677; GO:0140823; GO:0140855; GO:0140857; GO:1903676; GO:1903898; GO:1990244; GO:2000147	protein serine/threonine kinase activity; 3-phosphoinositide-dependent protein kinase activity; DNA-dependent protein kinase activity; AMP-activated protein kinase activity; eukaryotic translation initiation factor 2alpha kinase activity; ribosomal protein S6 kinase activity; protein binding; ATP binding; nucleus; nucleoplasm; cytoplasm; early endosome; cytosol; plasma membrane; cell cortex; glycogen biosynthetic process; glucose metabolic process; chromatin remodeling; signal transduction; insulin receptor signaling pathway; negative regulation of long-chain fatty acid import across plasma membrane; positive regulation of glucose metabolic process; regulation of cell migration; positive regulation of cell migration; positive regulation of fatty acid beta-oxidation; peripheral nervous system myelin maintenance; ruffle membrane; cellular response to insulin stimulus; histone H3S10 kinase activity; histone H3T11 kinase activity; histone H3T6 kinase activity; intracellular signal transduction; histone H2AXS139 kinase activity; protein modification process; intracellular membrane-bounded organelle; histone H3S28 kinase activity; histone H4S1 kinase activity; histone H2AS1 kinase activity; histone H2BS14 kinase activity; fat cell differentiation; positive regulation of glycogen biosynthetic process; positive regulation of D-glucose import; metal ion binding; protein stabilization; regulation of cell cycle; mammary gland epithelial cell differentiation; cellular response to high light intensity; histone H3T3 kinase activity; histone H2AS121 kinase activity; Rho-dependent protein serine/threonine kinase activity; protein localization to plasma membrane; positive regulation of protein targeting to membrane; retinal rod cell apoptotic process; protein serine kinase activity; molecular function activator activity; histone H2BS36 kinase activity; histone H3S57 kinase activity; histone H3T45 kinase activity; positive regulation of cap-dependent translational initiation; negative regulation of PERK-mediated unfolded protein response; histone H2AT120 kinase activity; positive regulation of cell motility	0.3184	0.02529	1	0.9545454545454546	1.0	1.0	0.71875	0.75
AKT3	I60_OG000175	Q9Y243	ENSG00000117020	AKT serine/threonine kinase 3	GO:0000002; GO:0001938; GO:0004672; GO:0004674; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0005515; GO:0005524; GO:0005654; GO:0005737; GO:0006338; GO:0006468; GO:0007165; GO:0016020; GO:0032008; GO:0035175; GO:0035402; GO:0035403; GO:0035556; GO:0035979; GO:0043536; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0045766; GO:0045793; GO:0048854; GO:0048873; GO:0072354; GO:0072371; GO:0072518; GO:0090050; GO:0106310; GO:0140823; GO:0140855; GO:0140857; GO:1903898; GO:1905564; GO:1905653; GO:1990244; GO:2000773	mitochondrial genome maintenance; positive regulation of endothelial cell proliferation; protein kinase activity; protein serine/threonine kinase activity; 3-phosphoinositide-dependent protein kinase activity; DNA-dependent protein kinase activity; AMP-activated protein kinase activity; eukaryotic translation initiation factor 2alpha kinase activity; ribosomal protein S6 kinase activity; protein binding; ATP binding; nucleoplasm; cytoplasm; chromatin remodeling; protein phosphorylation; signal transduction; membrane; positive regulation of TOR signaling; histone H3S10 kinase activity; histone H3T11 kinase activity; histone H3T6 kinase activity; intracellular signal transduction; histone H2AXS139 kinase activity; positive regulation of blood vessel endothelial cell migration; histone H3S28 kinase activity; histone H4S1 kinase activity; histone H2AS1 kinase activity; histone H2BS14 kinase activity; positive regulation of angiogenesis; positive regulation of cell size; brain morphogenesis; homeostasis of number of cells within a tissue; histone H3T3 kinase activity; histone H2AS121 kinase activity; Rho-dependent protein serine/threonine kinase activity; positive regulation of cell migration involved in sprouting angiogenesis; protein serine kinase activity; histone H2BS36 kinase activity; histone H3S57 kinase activity; histone H3T45 kinase activity; negative regulation of PERK-mediated unfolded protein response; positive regulation of vascular endothelial cell proliferation; positive regulation of artery morphogenesis; histone H2AT120 kinase activity; negative regulation of cellular senescence	0.3184	0.02529	1	0.9545454545454546	1.0	1.0	0.71875	0.75
AKT3	I60_OG000175	Q9Y243	ENSG00000275199	AKT serine/threonine kinase 3	GO:0000002; GO:0001938; GO:0004672; GO:0004674; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0005515; GO:0005524; GO:0005654; GO:0005737; GO:0006338; GO:0006468; GO:0007165; GO:0016020; GO:0032008; GO:0035175; GO:0035402; GO:0035403; GO:0035556; GO:0035979; GO:0043536; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0045766; GO:0045793; GO:0048854; GO:0048873; GO:0072354; GO:0072371; GO:0072518; GO:0090050; GO:0106310; GO:0140823; GO:0140855; GO:0140857; GO:1903898; GO:1905564; GO:1905653; GO:1990244; GO:2000773	mitochondrial genome maintenance; positive regulation of endothelial cell proliferation; protein kinase activity; protein serine/threonine kinase activity; 3-phosphoinositide-dependent protein kinase activity; DNA-dependent protein kinase activity; AMP-activated protein kinase activity; eukaryotic translation initiation factor 2alpha kinase activity; ribosomal protein S6 kinase activity; protein binding; ATP binding; nucleoplasm; cytoplasm; chromatin remodeling; protein phosphorylation; signal transduction; membrane; positive regulation of TOR signaling; histone H3S10 kinase activity; histone H3T11 kinase activity; histone H3T6 kinase activity; intracellular signal transduction; histone H2AXS139 kinase activity; positive regulation of blood vessel endothelial cell migration; histone H3S28 kinase activity; histone H4S1 kinase activity; histone H2AS1 kinase activity; histone H2BS14 kinase activity; positive regulation of angiogenesis; positive regulation of cell size; brain morphogenesis; homeostasis of number of cells within a tissue; histone H3T3 kinase activity; histone H2AS121 kinase activity; Rho-dependent protein serine/threonine kinase activity; positive regulation of cell migration involved in sprouting angiogenesis; protein serine kinase activity; histone H2BS36 kinase activity; histone H3S57 kinase activity; histone H3T45 kinase activity; negative regulation of PERK-mediated unfolded protein response; positive regulation of vascular endothelial cell proliferation; positive regulation of artery morphogenesis; histone H2AT120 kinase activity; negative regulation of cellular senescence	0.3184	0.02529	1	0.9545454545454546	1.0	1.0	0.71875	0.75
ALCAM	I14_OG003095	Q13740	ENSG00000170017	activated leukocyte cell adhesion molecule	GO:0001772; GO:0002250; GO:0005102; GO:0005515; GO:0005886; GO:0005925; GO:0007155; GO:0007157; GO:0007165; GO:0008045; GO:0009897; GO:0030424; GO:0030425; GO:0031290; GO:0042101; GO:0042802; GO:0043025; GO:0048846; GO:0070062; GO:1990138	immunological synapse; adaptive immune response; signaling receptor binding; protein binding; plasma membrane; focal adhesion; cell adhesion; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules; signal transduction; motor neuron axon guidance; external side of plasma membrane; axon; dendrite; retinal ganglion cell axon guidance; T cell receptor complex; identical protein binding; neuronal cell body; axon extension involved in axon guidance; extracellular exosome; neuron projection extension	0.4084	0.02876	0	0.22727272727272727	0.2727272727272727	0.0	0.0	0.0
ALDH16A1	I60_OG000056	Q8IZ83	ENSG00000161618	aldehyde dehydrogenase 16 family member A1	GO:0004029; GO:0005515; GO:0016020; GO:0016620	aldehyde dehydrogenase (NAD+) activity; protein binding; membrane; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	0.3953	0.00023	1	1.0	1.0	1.0	0.6875	0.6875
ALDH1A1	I60_OG000056	P00352	ENSG00000165092	aldehyde dehydrogenase 1 family member A1	GO:0001523; GO:0001758; GO:0004029; GO:0005096; GO:0005497; GO:0005515; GO:0005737; GO:0005829; GO:0006081; GO:0009449; GO:0018479; GO:0019145; GO:0030392; GO:0030424; GO:0036438; GO:0042572; GO:0045202; GO:0051287; GO:0070062; GO:0106373; GO:0110095; GO:0120163	retinoid metabolic process; retinal dehydrogenase activity; aldehyde dehydrogenase (NAD+) activity; GTPase activator activity; androgen binding; protein binding; cytoplasm; cytosol; aldehyde metabolic process; gamma-aminobutyric acid biosynthetic process; benzaldehyde dehydrogenase (NAD+) activity; aminobutyraldehyde dehydrogenase (NAD+) activity; fructosamine catabolic process; axon; maintenance of lens transparency; retinol metabolic process; synapse; NAD binding; extracellular exosome; 3-deoxyglucosone dehydrogenase activity; cellular detoxification of aldehyde; negative regulation of cold-induced thermogenesis	0.3953	0.00023	1	1.0	1.0	1.0	0.6875	0.6875
ALDH1A2	I60_OG000056	O94788	ENSG00000128918	aldehyde dehydrogenase 1 family member A2	GO:0001568; GO:0001758; GO:0001822; GO:0001889; GO:0002138; GO:0003007; GO:0004028; GO:0004029; GO:0005737; GO:0005829; GO:0006776; GO:0007494; GO:0008283; GO:0008284; GO:0008285; GO:0009855; GO:0009952; GO:0009954; GO:0010628; GO:0014032; GO:0016331; GO:0016918; GO:0021915; GO:0021983; GO:0030182; GO:0030324; GO:0030902; GO:0031016; GO:0031076; GO:0032355; GO:0032526; GO:0033189; GO:0034097; GO:0035115; GO:0035799; GO:0042572; GO:0042573; GO:0042574; GO:0042904; GO:0043065; GO:0048384; GO:0048471; GO:0048566; GO:0048738; GO:0051289; GO:0060324; GO:0071300; GO:1905562	blood vessel development; retinal dehydrogenase activity; kidney development; liver development; retinoic acid biosynthetic process; heart morphogenesis; 3-chloroallyl aldehyde dehydrogenase activity; aldehyde dehydrogenase (NAD+) activity; cytoplasm; cytosol; vitamin A metabolic process; midgut development; cell population proliferation; positive regulation of cell population proliferation; negative regulation of cell population proliferation; determination of bilateral symmetry; anterior/posterior pattern specification; proximal/distal pattern formation; positive regulation of gene expression; neural crest cell development; morphogenesis of embryonic epithelium; retinal binding; neural tube development; pituitary gland development; neuron differentiation; lung development; hindbrain development; pancreas development; embryonic camera-type eye development; response to estradiol; response to retinoic acid; response to vitamin A; response to cytokine; embryonic forelimb morphogenesis; ureter maturation; retinol metabolic process; retinoic acid metabolic process; retinal metabolic process; 9-cis-retinoic acid biosynthetic process; positive regulation of apoptotic process; retinoic acid receptor signaling pathway; perinuclear region of cytoplasm; embryonic digestive tract development; cardiac muscle tissue development; protein homotetramerization; face development; cellular response to retinoic acid; regulation of vascular endothelial cell proliferation	0.3953	0.00023	1	1.0	1.0	1.0	0.6875	0.6875
ALDH1A3	I60_OG000056	P47895	ENSG00000184254	aldehyde dehydrogenase 1 family member A3	GO:0001758; GO:0002072; GO:0002138; GO:0004029; GO:0004030; GO:0005737; GO:0005829; GO:0006915; GO:0007626; GO:0021768; GO:0031076; GO:0042472; GO:0042572; GO:0042573; GO:0042574; GO:0042803; GO:0043065; GO:0048048; GO:0050885; GO:0051289; GO:0060013; GO:0060166; GO:0060324; GO:0070062; GO:0070324; GO:0070384; GO:0070403	retinal dehydrogenase activity; optic cup morphogenesis involved in camera-type eye development; retinoic acid biosynthetic process; aldehyde dehydrogenase (NAD+) activity; aldehyde dehydrogenase [NAD(P)+] activity; cytoplasm; cytosol; apoptotic process; locomotory behavior; nucleus accumbens development; embryonic camera-type eye development; inner ear morphogenesis; retinol metabolic process; retinoic acid metabolic process; retinal metabolic process; protein homodimerization activity; positive regulation of apoptotic process; embryonic eye morphogenesis; neuromuscular process controlling balance; protein homotetramerization; righting reflex; olfactory pit development; face development; extracellular exosome; thyroid hormone binding; Harderian gland development; NAD+ binding	0.3953	0.00023	1	1.0	1.0	1.0	0.6875	0.6875
ALDH1B1	I60_OG000056	P30837	ENSG00000137124	aldehyde dehydrogenase 1 family member B1	GO:0004029; GO:0005654; GO:0005739; GO:0005759; GO:0005829; GO:0005975; GO:0006068; GO:0051287	aldehyde dehydrogenase (NAD+) activity; nucleoplasm; mitochondrion; mitochondrial matrix; cytosol; carbohydrate metabolic process; ethanol catabolic process; NAD binding	0.3953	0.00023	1	1.0	1.0	1.0	0.6875	0.6875
ALDH1L1	I60_OG000056	O75891	ENSG00000144908	aldehyde dehydrogenase 1 family member L1	GO:0004029; GO:0005515; GO:0005739; GO:0005829; GO:0006730; GO:0006740; GO:0009058; GO:0009258; GO:0016155; GO:0070062	aldehyde dehydrogenase (NAD+) activity; protein binding; mitochondrion; cytosol; one-carbon metabolic process; NADPH regeneration; biosynthetic process; 10-formyltetrahydrofolate catabolic process; formyltetrahydrofolate dehydrogenase activity; extracellular exosome	0.3953	0.00023	1	1.0	1.0	1.0	0.6875	0.6875
ALDH1L2	I60_OG000056	Q3SY69	ENSG00000136010	aldehyde dehydrogenase 1 family member L2	GO:0004029; GO:0005515; GO:0005654; GO:0005739; GO:0005759; GO:0006635; GO:0006730; GO:0006740; GO:0009058; GO:0009258; GO:0016155; GO:0046655; GO:0070062	aldehyde dehydrogenase (NAD+) activity; protein binding; nucleoplasm; mitochondrion; mitochondrial matrix; fatty acid beta-oxidation; one-carbon metabolic process; NADPH regeneration; biosynthetic process; 10-formyltetrahydrofolate catabolic process; formyltetrahydrofolate dehydrogenase activity; folic acid metabolic process; extracellular exosome	0.3953	0.00023	1	1.0	1.0	1.0	0.6875	0.6875
ALDH2	I60_OG000056	P05091	ENSG00000111275	aldehyde dehydrogenase 2 family member	GO:0004029; GO:0004030; GO:0005739; GO:0005759; GO:0005975; GO:0006066; GO:0006068; GO:0008957; GO:0009055; GO:0018937; GO:0046185; GO:0051287; GO:0070062; GO:0106435; GO:1903179; GO:1905627	aldehyde dehydrogenase (NAD+) activity; aldehyde dehydrogenase [NAD(P)+] activity; mitochondrion; mitochondrial matrix; carbohydrate metabolic process; alcohol metabolic process; ethanol catabolic process; phenylacetaldehyde dehydrogenase (NAD+) activity; electron transfer activity; nitroglycerin metabolic process; aldehyde catabolic process; NAD binding; extracellular exosome; carboxylesterase activity; regulation of dopamine biosynthetic process; regulation of serotonin biosynthetic process	0.3953	0.00023	1	1.0	1.0	1.0	0.6875	0.6875
ALDH8A1	I60_OG000056	Q9H2A2	ENSG00000118514	aldehyde dehydrogenase 8 family member A1	GO:0001758; GO:0005829; GO:0042573; GO:0042574; GO:0042904; GO:0047102; GO:0070062; GO:0097053	retinal dehydrogenase activity; cytosol; retinoic acid metabolic process; retinal metabolic process; 9-cis-retinoic acid biosynthetic process; aminomuconate-semialdehyde dehydrogenase activity; extracellular exosome; L-kynurenine catabolic process	0.3953	0.00023	1	1.0	1.0	1.0	0.6875	0.6875
ALOX12	I14_OG000557	P18054	ENSG00000108839	arachidonate 12-lipoxygenase, 12S type	GO:0004052; GO:0005506; GO:0005515; GO:0005737; GO:0005829; GO:0006629; GO:0010656; GO:0016020; GO:0016165; GO:0019369; GO:0019372; GO:0019395; GO:0033559; GO:0034440; GO:0042383; GO:0042554; GO:0043651; GO:0047977; GO:0050473; GO:0051122; GO:0061436; GO:0070062; GO:0090331; GO:1901751; GO:2001303; GO:2001306	arachidonate 12(S)-lipoxygenase activity; iron ion binding; protein binding; cytoplasm; cytosol; lipid metabolic process; negative regulation of muscle cell apoptotic process; membrane; linoleate 13S-lipoxygenase activity; arachidonate metabolic process; lipoxygenase pathway; fatty acid oxidation; unsaturated fatty acid metabolic process; lipid oxidation; sarcolemma; superoxide anion generation; linoleic acid metabolic process; hepoxilin-epoxide hydrolase activity; arachidonate 15-lipoxygenase activity; hepoxilin biosynthetic process; establishment of skin barrier; extracellular exosome; negative regulation of platelet aggregation; leukotriene A4 metabolic process; lipoxin A4 biosynthetic process; lipoxin B4 biosynthetic process	0.5849	0	1.0	0.6818181818181818	0.7272727272727273	0.0	0.125	0.125
ALOX12B	I14_OG000557	O75342	ENSG00000179477	arachidonate 12-lipoxygenase, 12R type	GO:0004052; GO:0005506; GO:0005829; GO:0006497; GO:0006665; GO:0010628; GO:0016020; GO:0016702; GO:0016829; GO:0016853; GO:0019369; GO:0019372; GO:0034440; GO:0043231; GO:0043410; GO:0043651; GO:0046513; GO:0047677; GO:0048471; GO:0051122; GO:0061436; GO:0070257; GO:0106237; GO:1990136	arachidonate 12(S)-lipoxygenase activity; iron ion binding; cytosol; protein lipidation; sphingolipid metabolic process; positive regulation of gene expression; membrane; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen; lyase activity; isomerase activity; arachidonate metabolic process; lipoxygenase pathway; lipid oxidation; intracellular membrane-bounded organelle; positive regulation of MAPK cascade; linoleic acid metabolic process; ceramide biosynthetic process; arachidonate 8(R)-lipoxygenase activity; perinuclear region of cytoplasm; hepoxilin biosynthetic process; establishment of skin barrier; positive regulation of mucus secretion; arachidonate 12(R)-lipoxygenase activity; linoleate 9S-lipoxygenase activity	0.5849	0	1.0	0.6818181818181818	0.7272727272727273	0.0	0.125	0.125
