ID...1.WT	GeneID	geneSymbol	chr.WT	strand.WT	longExonStart_0base.WT	longExonEnd.WT	shortES.WT	shortEE.WT	flankingES.WT	flankingEE.WT	ID...12.WT	IJC_SAMPLE_1.WT	SJC_SAMPLE_1.WT	IJC_SAMPLE_2.WT	SJC_SAMPLE_2.WT	IncFormLen.WT	SkipFormLen.WT	PValue.WT	FDR.WT	IncLevel1.WT	IncLevel2.WT	IncLevelDifference.WT	across_short_boundary_count.WT	long_to_flanking_count.WT	exclusive_to_long_count.WT	short_to_flanking_count.WT	EventType	event_id	FDR_num.WT	dPSI_num.WT	mean_psi_ctrl.WT	mean_psi_case.WT	total_reads.WT	1stExonStart_0base.WT	1stExonEnd.WT	2ndExonStart_0base.WT	2ndExonEnd.WT	upstreamES.WT	upstreamEE.WT	downstreamES.WT	downstreamEE.WT	ID...14.WT	upstream_to_first_count.WT	first_to_downstream_count.WT	first_count.WT	upstream_to_second_count.WT	second_to_downstream_count.WT	second_count.WT	riExonStart_0base.WT	riExonEnd.WT	upstream_to_intron_count.WT	intron_to_downstream_count.WT	intron_count.WT	upstream_to_downstream_count.WT	exonStart_0base.WT	exonEnd.WT	upstream_to_target_count.WT	target_to_downstream_count.WT	target_count.WT	ID...1.UFM	chr.UFM	strand.UFM	longExonStart_0base.UFM	longExonEnd.UFM	shortES.UFM	shortEE.UFM	flankingES.UFM	flankingEE.UFM	ID...12.UFM	IJC_SAMPLE_1.UFM	SJC_SAMPLE_1.UFM	IJC_SAMPLE_2.UFM	SJC_SAMPLE_2.UFM	IncFormLen.UFM	SkipFormLen.UFM	PValue.UFM	FDR.UFM	IncLevel1.UFM	IncLevel2.UFM	IncLevelDifference.UFM	across_short_boundary_count.UFM	long_to_flanking_count.UFM	exclusive_to_long_count.UFM	short_to_flanking_count.UFM	FDR_num.UFM	dPSI_num.UFM	mean_psi_ctrl.UFM	mean_psi_case.UFM	total_reads.UFM	1stExonStart_0base.UFM	1stExonEnd.UFM	2ndExonStart_0base.UFM	2ndExonEnd.UFM	upstreamES.UFM	upstreamEE.UFM	downstreamES.UFM	downstreamEE.UFM	ID...14.UFM	upstream_to_first_count.UFM	first_to_downstream_count.UFM	first_count.UFM	upstream_to_second_count.UFM	second_to_downstream_count.UFM	second_count.UFM	riExonStart_0base.UFM	riExonEnd.UFM	upstream_to_intron_count.UFM	intron_to_downstream_count.UFM	intron_count.UFM	upstream_to_downstream_count.UFM	exonStart_0base.UFM	exonEnd.UFM	upstream_to_target_count.UFM	target_to_downstream_count.UFM	target_count.UFM
3810	ENSG00000170175.11	CHRNB1	chr17	+	NA	NA	NA	NA	NA	NA	3810	50,36,39	17,23,9	6,31,13	4,22,23	500	149	0.00481712871463	0.01983790011961797	0.467,0.318,0.564	0.309,0.296,0.144	0.2	NA	NA	NA	NA	RI	chr17|+|7447042|7447650|7447042|7447151|7447502|7447650	0.01983790011961797	0.2	0.44966666666666666	0.24966666666666665	273	NA	NA	NA	NA	7447042	7447151	7447502	7447650	NA	NA	NA	NA	NA	NA	NA	7447042	7447650	23,12,12,4,8,8	23,22,21,2,17,4	4,2,6,0,6,1	17,23,9,4,22,23	NA	NA	NA	NA	NA	3810	chr17	+	NA	NA	NA	NA	NA	NA	3810	40,31,52	7,14,5	27,29,33	14,0,27	500	149	0.822815272107	1	0.63,0.398,0.756	0.365,1.0,0.267	0.051	NA	NA	NA	NA	1	0.051	0.5946666666666667	0.544	279	NA	NA	NA	NA	7447042	7447151	7447502	7447650	NA	NA	NA	NA	NA	NA	NA	7447042	7447650	21,12,9,8,11,15	18,14,41,13,16,13	1,5,2,6,2,5	7,14,5,14,0,27	NA	NA	NA	NA	NA
3812	ENSG00000164050.13	PLXNB1	chr3	-	NA	NA	NA	NA	NA	NA	3812	134,179,217	274,236,351	23,46,80	207,239,393	377	149	0	0	0.162,0.231,0.196	0.042,0.071,0.074	0.134	NA	NA	NA	NA	RI	chr3|-|48411862|48412304|48411862|48412009|48412237|48412304	0	0.134	0.19633333333333333	0.06233333333333333	2379	NA	NA	NA	NA	48411862	48412009	48412237	48412304	NA	NA	NA	NA	NA	NA	NA	48411862	48412304	48,72,65,16,15,35	35,57,92,6,25,16	51,50,60,1,6,29	274,236,351,207,239,393	NA	NA	NA	NA	NA	3812	chr3	-	NA	NA	NA	NA	NA	NA	3812	76,119,90	275,326,479	27,57,94	311,288,338	377	149	0.00645404823012	0.02493665851675923	0.098,0.126,0.069	0.033,0.073,0.099	0.029	NA	NA	NA	NA	0.02493665851675923	0.029	0.09766666666666667	0.06833333333333333	2480	NA	NA	NA	NA	48411862	48412009	48412237	48412304	NA	NA	NA	NA	NA	NA	NA	48411862	48412304	54,27,36,4,19,20	14,65,39,13,27,52	8,27,15,10,11,22	275,326,479,311,288,338	NA	NA	NA	NA	NA
3826	ENSG00000140853.17	NLRC5	chr16	+	NA	NA	NA	NA	NA	NA	3826	27,15,28	5,1,6	39,15,11	14,4,17	295	149	0.0124549164524	0.04247694532042091	0.732,0.883,0.702	0.585,0.654,0.246	0.277	NA	NA	NA	NA	RI	chr16|+|57028071|57028385|57028071|57028155|57028301|57028385	0.04247694532042091	0.277	0.7723333333333333	0.495	182	NA	NA	NA	NA	57028071	57028155	57028301	57028385	NA	NA	NA	NA	NA	NA	NA	57028071	57028385	10,6,25,8,12,3	17,9,3,19,3,8	0,0,0,12,0,0	5,1,6,14,4,17	NA	NA	NA	NA	NA	3826	chr16	+	NA	NA	NA	NA	NA	NA	3826	26,18,48	3,24,32	13,32,21	2,15,15	295	149	0.752165490913	0.9494831520952356	0.814,0.275,0.431	0.767,0.519,0.414	-0.06	NA	NA	NA	NA	0.9494831520952356	-0.06	0.5066666666666666	0.5666666666666667	249	NA	NA	NA	NA	57028071	57028155	57028301	57028385	NA	NA	NA	NA	NA	NA	NA	57028071	57028385	13,10,18,1,21,17	13,8,28,6,9,4	0,0,2,6,2,0	3,24,32,2,15,15	NA	NA	NA	NA	NA
3827	ENSG00000140853.17	NLRC5	chr16	+	NA	NA	NA	NA	NA	NA	3827	21,12,6	0,0,0	39,12,8	12,0,2	247	149	3.1483615589e-6	4.2060464224781704e-5	1.0,1.0,1.0	0.662,1.0,0.707	0.21	NA	NA	NA	NA	RI	chr16|+|57028071|57028385|57028071|57028203|57028301|57028385	4.2060464224781704e-5	0.21	1	0.7896666666666666	112	NA	NA	NA	NA	57028071	57028203	57028301	57028385	NA	NA	NA	NA	NA	NA	NA	57028071	57028385	4,6,4,29,9,0	17,9,3,19,3,8	0,0,0,0,0,0	0,0,0,12,0,2	NA	NA	NA	NA	NA	3827	chr16	+	NA	NA	NA	NA	NA	NA	3827	26,15,40	3,0,8	13,24,18	3,0,4	247	149	0.83738848356	1	0.839,1.0,0.751	0.723,1.0,0.731	0.045	NA	NA	NA	NA	1	0.045	0.8633333333333333	0.818	154	NA	NA	NA	NA	57028071	57028203	57028301	57028385	NA	NA	NA	NA	NA	NA	NA	57028071	57028385	13,10,16,10,16,14	13,8,28,6,9,4	0,0,0,0,0,0	3,0,8,3,0,4	NA	NA	NA	NA	NA
3849	ENSG00000163516.14	ANKZF1	chr2	+	NA	NA	NA	NA	NA	NA	3849	636,778,928	127,110,194	224,224,289	41,73,104	686	149	0.0143142052067	0.0473434230461081	0.521,0.606,0.51	0.543,0.4,0.376	0.106	NA	NA	NA	NA	RI	chr2|+|219234132|219235312|219234132|219234288|219234825|219235312	0.0473434230461081	0.106	0.5456666666666666	0.4396666666666667	3728	NA	NA	NA	NA	219234132	219234288	219234825	219235312	NA	NA	NA	NA	NA	NA	NA	219234132	219235312	73,94,225,31,24,61	176,243,268,69,66,78	387,441,435,124,134,150	127,110,194,41,73,104	NA	NA	NA	NA	NA	3849	chr2	+	NA	NA	NA	NA	NA	NA	3849	332,697,986	105,126,158	119,229,258	28,63,58	686	149	0.345964116661	0.5671182012857462	0.407,0.546,0.575	0.48,0.441,0.491	0.039	NA	NA	NA	NA	0.5671182012857462	0.039	0.5093333333333333	0.4706666666666667	3159	NA	NA	NA	NA	219234132	219234288	219234825	219235312	NA	NA	NA	NA	NA	NA	NA	219234132	219235312	56,52,192,24,41,60	127,212,284,35,47,63	149,433,510,60,141,135	105,126,158,28,63,58	NA	NA	NA	NA	NA
3888	ENSG00000139613.12	SMARCC2	chr12	-	NA	NA	NA	NA	NA	NA	3888	279,270,247	273,303,317	38,69,95	146,189,240	424	149	1.9428902930899998e-14	1.6875890356508284e-12	0.264,0.238,0.215	0.084,0.114,0.122	0.132	NA	NA	NA	NA	RI	chr12|-|56178403|56178847|56178403|56178534|56178809|56178847	1.6875890356508284e-12	0.132	0.239	0.10666666666666667	2466	NA	NA	NA	NA	56178403	56178534	56178809	56178847	NA	NA	NA	NA	NA	NA	NA	56178403	56178847	108,54,89,7,14,35	67,89,74,7,24,37	104,127,84,24,31,23	273,303,317,146,189,240	NA	NA	NA	NA	NA	3888	chr12	-	NA	NA	NA	NA	NA	NA	3888	209,201,279	315,235,324	66,128,20	147,181,212	424	149	1.95371513945e-6	2.7185450984190203e-5	0.189,0.231,0.232	0.136,0.199,0.032	0.095	NA	NA	NA	NA	2.7185450984190203e-5	0.095	0.21733333333333335	0.12233333333333334	2317	NA	NA	NA	NA	56178403	56178534	56178809	56178847	NA	NA	NA	NA	NA	NA	NA	56178403	56178847	44,51,85,5,32,6	68,50,93,12,42,8	97,100,101,49,54,6	315,235,324,147,181,212	NA	NA	NA	NA	NA
3889	ENSG00000139613.12	SMARCC2	chr12	-	NA	NA	NA	NA	NA	NA	3889	313,215,308	255,427,364	48,114,95	162,250,309	529	149	7.58816420809e-9	2.0865750190138065e-7	0.257,0.124,0.192	0.077,0.114,0.08	0.101	NA	NA	NA	NA	RI	chr12|-|56180976|56181597|56180976|56181101|56181481|56181597	2.0865750190138065e-7	0.101	0.191	0.09033333333333333	2860	NA	NA	NA	NA	56180976	56181101	56181481	56181597	NA	NA	NA	NA	NA	NA	NA	56180976	56181597	99,56,92,10,34,16	71,26,74,19,11,22	143,133,142,19,69,57	255,427,364,162,250,309	NA	NA	NA	NA	NA	3889	chr12	-	NA	NA	NA	NA	NA	NA	3889	159,282,259	313,246,346	96,108,63	96,175,221	529	149	0.0572344862127	0.1447399758117652	0.125,0.244,0.174	0.22,0.148,0.074	0.034	NA	NA	NA	NA	0.1447399758117652	0.034	0.181	0.14733333333333332	2364	NA	NA	NA	NA	56180976	56181101	56181481	56181597	NA	NA	NA	NA	NA	NA	NA	56180976	56181597	38,84,93,7,41,31	29,52,39,22,18,14	92,146,127,67,49,18	313,246,346,96,175,221	NA	NA	NA	NA	NA
3929	ENSG00000039650.12	PNKP	chr19	-	NA	NA	NA	NA	NA	NA	3929	374,299,350	350,347,405	197,195,210	359,333,437	236	149	1.66209792041e-7	3.1554131417814616e-6	0.403,0.352,0.353	0.257,0.27,0.233	0.116	NA	NA	NA	NA	RI	chr19|-|49864178|49864403|49864178|49864236|49864323|49864403	3.1554131417814616e-6	0.116	0.36933333333333335	0.25333333333333335	3856	NA	NA	NA	NA	49864178	49864236	49864323	49864403	NA	NA	NA	NA	NA	NA	NA	49864178	49864403	197,195,245,117,137,133	218,150,190,101,76,124	1,0,0,0,0,0	350,347,405,359,333,437	NA	NA	NA	NA	NA	3929	chr19	-	NA	NA	NA	NA	NA	NA	3929	419,411,428	291,421,335	241,422,293	272,351,351	236	149	0.0556853332664	0.14165279174211862	0.476,0.381,0.446	0.359,0.432,0.345	0.056	NA	NA	NA	NA	0.14165279174211862	0.056	0.43433333333333335	0.37866666666666665	4235	NA	NA	NA	NA	49864178	49864236	49864323	49864403	NA	NA	NA	NA	NA	NA	NA	49864178	49864403	254,299,241,142,238,192	187,172,247,128,240,164	0,0,0,0,0,0	291,421,335,272,351,351	NA	NA	NA	NA	NA
3937	ENSG00000187325.5	TAF9B	chrX	-	NA	NA	NA	NA	NA	NA	3937	1,2,20	12,2,1	1,0,0	0,2,10	227	149	0.00202839145853	0.0098558608745689	0.052,0.396,0.929	1.0,0.0,0.0	0.126	NA	NA	NA	NA	RI	chrX|-|78137748|78138098|78137748|78137883|78137961|78138098	0.0098558608745689	0.126	0.459	0.33333333333333337	51	NA	NA	NA	NA	78137748	78137883	78137961	78138098	NA	NA	NA	NA	NA	NA	NA	78137748	78138098	0,0,2,1,0,0	1,2,18,0,0,0	0,0,0,0,0,0	12,2,1,0,2,10	NA	NA	NA	NA	NA	3937	chrX	-	NA	NA	NA	NA	NA	NA	3937	0,0,1	0,0,22	2,0,3	0,5,0	227	149	1	1	NA,NA,0.029	1.0,0.0,1.0	-0.638	NA	NA	NA	NA	1	-0.638	0.029	0.6666666666666666	33	NA	NA	NA	NA	78137748	78137883	78137961	78138098	NA	NA	NA	NA	NA	NA	NA	78137748	78138098	0,0,0,2,0,0	0,0,1,0,0,3	0,0,0,0,0,0	0,0,22,0,5,0	NA	NA	NA	NA	NA
3966	ENSG00000115486.13	GGCX	chr2	-	NA	NA	NA	NA	NA	NA	3966	102,118,58	0,0,0	55,85,53	6,8,0	403	149	5.29460319365e-7	9.099970390303552e-6	1.0,1.0,1.0	0.772,0.797,1.0	0.144	NA	NA	NA	NA	RI	chr2|-|85558439|85559075|85558439|85558662|85558916|85559075	9.099970390303552e-6	0.144	1	0.8563333333333334	485	NA	NA	NA	NA	85558439	85558662	85558916	85559075	NA	NA	NA	NA	NA	NA	NA	85558439	85559075	33,43,19,16,23,3	23,31,17,26,24,26	46,44,22,13,38,24	0,0,0,6,8,0	NA	NA	NA	NA	NA	3966	chr2	-	NA	NA	NA	NA	NA	NA	3966	87,149,63	0,0,7	85,52,79	0,1,0	403	149	0.0294273394409	0.08418365840056613	1.0,1.0,0.769	1.0,0.951,1.0	-0.061	NA	NA	NA	NA	0.08418365840056613	-0.061	0.923	0.9836666666666667	523	NA	NA	NA	NA	85558439	85558662	85558916	85559075	NA	NA	NA	NA	NA	NA	NA	85558439	85559075	30,14,28,10,10,47	13,77,31,52,9,14	44,58,4,23,33,18	0,0,7,0,1,0	NA	NA	NA	NA	NA
4045	ENSG00000119844.17	AFTPH	chr2	+	NA	NA	NA	NA	NA	NA	4045	46,12,40	15,12,3	17,18,10	38,8,29	553	149	0.00413464489807	0.01765573991292844	0.452,0.212,0.782	0.108,0.377,0.085	0.292	NA	NA	NA	NA	RI	chr2|+|64569091|64569679|64569091|64569218|64569622|64569679	0.01765573991292844	0.292	0.48200000000000004	0.19	248	NA	NA	NA	NA	64569091	64569218	64569622	64569679	NA	NA	NA	NA	NA	NA	NA	64569091	64569679	4,0,16,1,2,2	4,3,9,3,0,6	38,9,15,13,16,2	15,12,3,38,8,29	NA	NA	NA	NA	NA	4045	chr2	+	NA	NA	NA	NA	NA	NA	4045	19,54,8	14,20,11	26,25,26	10,1,30	553	149	0.287270055925	0.4948157067116586	0.268,0.421,0.164	0.412,0.871,0.189	-0.206	NA	NA	NA	NA	0.4948157067116586	-0.206	0.2843333333333333	0.49066666666666664	244	NA	NA	NA	NA	64569091	64569218	64569622	64569679	NA	NA	NA	NA	NA	NA	NA	64569091	64569679	5,25,4,0,11,0	1,27,0,18,2,14	13,2,4,8,12,12	14,20,11,10,1,30	NA	NA	NA	NA	NA
4127	ENSG00000167548.18	KMT2D	chr12	-	NA	NA	NA	NA	NA	NA	4127	55,104,86	3,0,0	23,66,49	6,1,2	379	149	0.00158988304879	0.00808993222778217	0.878,1.0,1.0	0.601,0.963,0.906	0.136	NA	NA	NA	NA	RI	chr12|-|49030279|49030768|49030279|49030370|49030600|49030768	0.00808993222778217	0.136	0.9593333333333334	0.8233333333333334	395	NA	NA	NA	NA	49030279	49030370	49030600	49030768	NA	NA	NA	NA	NA	NA	NA	49030279	49030768	35,96,60,22,59,34	17,6,18,1,7,10	3,2,8,0,0,5	3,0,0,6,1,2	NA	NA	NA	NA	NA	4127	chr12	-	NA	NA	NA	NA	NA	NA	4127	66,69,52	0,0,1	39,46,44	0,0,0	379	149	1	1	1.0,1.0,0.953	1.0,1.0,1.0	-0.016	NA	NA	NA	NA	1	-0.016	0.9843333333333333	1	317	NA	NA	NA	NA	49030279	49030370	49030600	49030768	NA	NA	NA	NA	NA	NA	NA	49030279	49030768	48,57,38,26,22,19	18,12,14,13,3,8	0,0,0,0,21,17	0,0,1,0,0,0	NA	NA	NA	NA	NA
4182	ENSG00000064703.13	DDX20	chr1	+	NA	NA	NA	NA	NA	NA	4182	161,158,115	50,72,71	65,53,98	57,50,53	488	149	0.0100140382745	0.03574277223471129	0.496,0.401,0.331	0.258,0.245,0.361	0.121	NA	NA	NA	NA	RI	chr1|+|111761225|111762782|111761225|111762337|111762676|111762782	0.03574277223471129	0.121	0.4093333333333333	0.288	1003	NA	NA	NA	NA	111761225	111762337	111762676	111762782	NA	NA	NA	NA	NA	NA	NA	111761225	111762782	36,38,42,18,11,22	22,69,25,24,18,28	103,51,48,23,24,48	50,72,71,57,50,53	NA	NA	NA	NA	NA	4182	chr1	+	NA	NA	NA	NA	NA	NA	4182	82,97,145	11,14,97	27,69,65	60,31,16	488	149	0.0558717783293	0.14200743658697085	0.695,0.679,0.313	0.121,0.405,0.554	0.202	NA	NA	NA	NA	0.14200743658697085	0.202	0.5623333333333334	0.36000000000000004	714	NA	NA	NA	NA	111761225	111762337	111762676	111762782	NA	NA	NA	NA	NA	NA	NA	111761225	111762782	12,16,22,2,14,24	27,32,22,7,29,13	43,49,101,18,26,28	11,14,97,60,31,16	NA	NA	NA	NA	NA
4206	ENSG00000104763.20	ASAH1	chr8	-	NA	NA	NA	NA	NA	NA	4206	181,247,189	33,18,4	43,19,48	7,5,18	2837	149	0.0027887541026	0.01279030677422827	0.224,0.419,0.713	0.244,0.166,0.123	0.274	NA	NA	NA	NA	RI	chr8|-|18064456|18067298|18064456|18064531|18067219|18067298	0.01279030677422827	0.274	0.452	0.17766666666666667	812	NA	NA	NA	NA	18064456	18064531	18067219	18067298	NA	NA	NA	NA	NA	NA	NA	18064456	18067298	4,10,30,4,0,1	1,8,1,2,0,2	176,229,158,37,19,45	33,18,4,7,5,18	NA	NA	NA	NA	NA	4206	chr8	-	NA	NA	NA	NA	NA	NA	4206	120,220,189	19,34,10	24,23,66	0,16,7	2837	149	0.89074148856	1	0.249,0.254,0.498	1.0,0.07,0.331	-0.133	NA	NA	NA	NA	1	-0.133	0.33366666666666667	0.46699999999999997	728	NA	NA	NA	NA	18064456	18064531	18067219	18067298	NA	NA	NA	NA	NA	NA	NA	18064456	18067298	4,12,7,0,0,1	0,3,13,0,0,0	116,205,169,24,23,65	19,34,10,0,16,7	NA	NA	NA	NA	NA
4224	ENSG00000177463.16	NR2C2	chr3	+	NA	NA	NA	NA	NA	NA	4224	146,128,155	9,3,18	88,92,135	15,10,22	1133	149	0.0141206883701	0.04695664917866226	0.681,0.849,0.531	0.436,0.547,0.447	0.21	NA	NA	NA	NA	RI	chr3|+|15037999|15039227|15037999|15038137|15039121|15039227	0.04695664917866226	0.21	0.687	0.4766666666666667	821	NA	NA	NA	NA	15037999	15038137	15039121	15039227	NA	NA	NA	NA	NA	NA	NA	15037999	15039227	6,25,6,19,7,2	6,0,19,0,1,14	134,103,130,69,84,119	9,3,18,15,10,22	NA	NA	NA	NA	NA	4224	chr3	+	NA	NA	NA	NA	NA	NA	4224	125,139,145	1,24,12	113,112,128	16,33,12	1133	149	0.0649652886302	0.1599033918158307	0.943,0.432,0.614	0.482,0.309,0.584	0.205	NA	NA	NA	NA	0.1599033918158307	0.205	0.663	0.4583333333333333	860	NA	NA	NA	NA	15037999	15038137	15039121	15039227	NA	NA	NA	NA	NA	NA	NA	15037999	15039227	17,4,9,2,21,2	28,9,9,9,10,4	80,126,127,102,81,122	1,24,12,16,33,12	NA	NA	NA	NA	NA
4242	ENSG00000169598.17	DFFB	chr1	+	NA	NA	NA	NA	NA	NA	4242	529,341,397	0,3,0	141,193,161	4,2,6	1386	149	6.8590765846e-6	8.11966363258054e-5	1.0,0.924,1.0	0.791,0.912,0.743	0.159	NA	NA	NA	NA	RI	chr1|+|3883506|3885429|3883506|3883800|3885037|3885429	8.11966363258054e-5	0.159	0.9746666666666667	0.8153333333333334	1777	NA	NA	NA	NA	3883506	3883800	3885037	3885429	NA	NA	NA	NA	NA	NA	NA	3883506	3885429	62,25,22,17,22,16	88,75,80,36,51,45	379,241,295,88,120,100	0,3,0,4,2,6	NA	NA	NA	NA	NA	4242	chr1	+	NA	NA	NA	NA	NA	NA	4242	304,465,397	0,4,5	152,182,262	0,4,6	1386	149	0.14610389556699999	0.29692106514893946	1.0,0.926,0.895	1.0,0.83,0.824	0.056	NA	NA	NA	NA	0.29692106514893946	0.056	0.9403333333333334	0.8846666666666666	1781	NA	NA	NA	NA	3883506	3883800	3885037	3885429	NA	NA	NA	NA	NA	NA	NA	3883506	3885429	74,40,61,13,22,40	67,126,90,21,68,51	163,299,246,118,92,171	0,4,5,0,4,6	NA	NA	NA	NA	NA
4245	ENSG00000172936.18	MYD88	chr3	+	NA	NA	NA	NA	NA	NA	4245	78,77,56	0,0,1	26,16,34	0,12,0	356	149	0.0051954886893	0.02094591495252307	1.0,1.0,0.959	1.0,0.358,1.0	0.2	NA	NA	NA	NA	RI	chr3|+|38140387|38140848|38140387|38140549|38140756|38140848	0.02094591495252307	0.2	0.9863333333333333	0.786	300	NA	NA	NA	NA	38140387	38140549	38140756	38140848	NA	NA	NA	NA	NA	NA	NA	38140387	38140848	32,10,31,17,4,23	17,42,16,0,1,6	29,25,9,9,11,5	0,0,1,0,12,0	NA	NA	NA	NA	NA	4245	chr3	+	NA	NA	NA	NA	NA	NA	4245	96,84,57	5,0,1	25,18,19	0,0,0	356	149	0.107098341032	0.23464752862310664	0.889,1.0,0.96	1.0,1.0,1.0	-0.05	NA	NA	NA	NA	0.23464752862310664	-0.05	0.9496666666666667	1	305	NA	NA	NA	NA	38140387	38140549	38140756	38140848	NA	NA	NA	NA	NA	NA	NA	38140387	38140848	32,26,20,8,9,13	32,7,27,6,6,0	32,51,10,11,3,6	5,0,1,0,0,0	NA	NA	NA	NA	NA
4248	ENSG00000102226.10	USP11	chrX	+	NA	NA	NA	NA	NA	NA	4248	22,65,31	13,73,72	11,2,15	24,40,25	457	149	0.00212642326114	0.01025096496643905	0.356,0.225,0.123	0.13,0.016,0.164	0.131	NA	NA	NA	NA	RI	chrX|+|47239350|47239907|47239350|47239481|47239789|47239907	0.01025096496643905	0.131	0.23466666666666666	0.10333333333333333	393	NA	NA	NA	NA	47239350	47239481	47239789	47239907	NA	NA	NA	NA	NA	NA	NA	47239350	47239907	15,10,6,10,1,3	7,24,14,1,1,1	0,31,11,0,0,11	13,73,72,24,40,25	NA	NA	NA	NA	NA	4248	chrX	+	NA	NA	NA	NA	NA	NA	4248	6,8,37	46,50,35	11,11,1	33,25,23	457	149	0.467398328945	0.7017947559668959	0.041,0.05,0.256	0.098,0.125,0.014	0.037	NA	NA	NA	NA	0.7017947559668959	0.037	0.11566666666666667	0.079	286	NA	NA	NA	NA	47239350	47239481	47239789	47239907	NA	NA	NA	NA	NA	NA	NA	47239350	47239907	1,0,2,9,3,0	0,2,22,1,0,1	5,6,13,1,8,0	46,50,35,33,25,23	NA	NA	NA	NA	NA
4263	ENSG00000009830.13	POMT2	chr14	-	NA	NA	NA	NA	NA	NA	4263	296,283,342	103,76,126	146,175,140	75,110,201	816	149	5.20749917632e-8	1.1363838060211472e-6	0.344,0.405,0.331	0.262,0.225,0.113	0.16	NA	NA	NA	NA	RI	chr14|-|77278728|77279928|77278728|77278869|77279536|77279928	1.1363838060211472e-6	0.16	0.36	0.2	2073	NA	NA	NA	NA	77278728	77278869	77279536	77279928	NA	NA	NA	NA	NA	NA	NA	77278728	77279928	36,62,76,12,14,30	38,42,68,20,24,28	222,179,198,114,137,82	103,76,126,75,110,201	NA	NA	NA	NA	NA	4263	chr14	-	NA	NA	NA	NA	NA	NA	4263	243,249,355	154,164,132	86,198,242	103,62,118	816	149	0.809318514343	0.9931872603367968	0.224,0.217,0.329	0.132,0.368,0.272	-0.001	NA	NA	NA	NA	0.9931872603367968	-0.001	0.25666666666666665	0.25733333333333336	2106	NA	NA	NA	NA	77278728	77278869	77279536	77279928	NA	NA	NA	NA	NA	NA	NA	77278728	77279928	17,16,48,15,36,17	29,76,55,17,13,39	197,157,252,54,149,186	154,164,132,103,62,118	NA	NA	NA	NA	NA
4392	ENSG00000158864.13	NDUFS2	chr1	+	NA	NA	NA	NA	NA	NA	4392	174,245,273	48,35,49	131,135,173	66,52,48	383	149	8.46417439936e-4	0.00488262628568913	0.585,0.731,0.684	0.436,0.502,0.584	0.159	NA	NA	NA	NA	RI	chr1|+|161213863|161214299|161213863|161213921|161214155|161214299	0.00488262628568913	0.159	0.6666666666666666	0.5073333333333333	1429	NA	NA	NA	NA	161213863	161213921	161214155	161214299	NA	NA	NA	NA	NA	NA	NA	161213863	161214299	60,76,111,41,70,52	38,49,53,23,23,61	76,120,109,67,42,60	48,35,49,66,52,48	NA	NA	NA	NA	NA	4392	chr1	+	NA	NA	NA	NA	NA	NA	4392	142,272,306	110,37,93	160,95,168	91,52,61	383	149	0.223904302563	0.4111011341912106	0.334,0.741,0.561	0.406,0.415,0.517	0.099	NA	NA	NA	NA	0.4111011341912106	0.099	0.5453333333333333	0.446	1587	NA	NA	NA	NA	161213863	161213921	161214155	161214299	NA	NA	NA	NA	NA	NA	NA	161213863	161214299	41,111,158,48,48,35	40,100,54,50,6,62	61,61,94,62,41,71	110,37,93,91,52,61	NA	NA	NA	NA	NA
4429	ENSG00000179364.15	PACS2	chr14	+	NA	NA	NA	NA	NA	NA	4429	36,90,128	16,14,19	31,76,74	44,29,51	1001	149	1.35187120546e-4	0.00105600945629053	0.251,0.489,0.501	0.095,0.281,0.178	0.229	NA	NA	NA	NA	RI	chr14|+|105391630|105392845|105391630|105391766|105392618|105392845	0.00105600945629053	0.229	0.4136666666666667	0.18466666666666667	608	NA	NA	NA	NA	105391630	105391766	105392618	105392845	NA	NA	NA	NA	NA	NA	NA	105391630	105392845	1,13,7,0,6,0	1,1,29,7,13,5	34,76,92,24,57,69	16,14,19,44,29,51	NA	NA	NA	NA	NA	4429	chr14	+	NA	NA	NA	NA	NA	NA	4429	59,83,84	31,12,58	49,37,53	27,42,39	1001	149	0.0380879773239	0.10374979479433112	0.221,0.507,0.177	0.213,0.116,0.168	0.136	NA	NA	NA	NA	0.10374979479433112	0.136	0.30166666666666664	0.16566666666666668	574	NA	NA	NA	NA	105391630	105391766	105392618	105392845	NA	NA	NA	NA	NA	NA	NA	105391630	105392845	11,12,1,4,0,2	0,9,8,0,5,16	48,62,75,45,32,35	31,12,58,27,42,39	NA	NA	NA	NA	NA
