ID...1.WT	GeneID	geneSymbol	chr.WT	strand.WT	longExonStart_0base.WT	longExonEnd.WT	shortES.WT	shortEE.WT	flankingES.WT	flankingEE.WT	ID...12.WT	IJC_SAMPLE_1.WT	SJC_SAMPLE_1.WT	IJC_SAMPLE_2.WT	SJC_SAMPLE_2.WT	IncFormLen.WT	SkipFormLen.WT	PValue.WT	FDR.WT	IncLevel1.WT	IncLevel2.WT	IncLevelDifference.WT	across_short_boundary_count.WT	long_to_flanking_count.WT	exclusive_to_long_count.WT	short_to_flanking_count.WT	EventType	event_id	FDR_num.WT	dPSI_num.WT	mean_psi_ctrl.WT	mean_psi_case.WT	total_reads.WT	1stExonStart_0base.WT	1stExonEnd.WT	2ndExonStart_0base.WT	2ndExonEnd.WT	upstreamES.WT	upstreamEE.WT	downstreamES.WT	downstreamEE.WT	ID...14.WT	upstream_to_first_count.WT	first_to_downstream_count.WT	first_count.WT	upstream_to_second_count.WT	second_to_downstream_count.WT	second_count.WT	riExonStart_0base.WT	riExonEnd.WT	upstream_to_intron_count.WT	intron_to_downstream_count.WT	intron_count.WT	upstream_to_downstream_count.WT	exonStart_0base.WT	exonEnd.WT	upstream_to_target_count.WT	target_to_downstream_count.WT	target_count.WT	ID...1.UFM	chr.UFM	strand.UFM	longExonStart_0base.UFM	longExonEnd.UFM	shortES.UFM	shortEE.UFM	flankingES.UFM	flankingEE.UFM	ID...12.UFM	IJC_SAMPLE_1.UFM	SJC_SAMPLE_1.UFM	IJC_SAMPLE_2.UFM	SJC_SAMPLE_2.UFM	IncFormLen.UFM	SkipFormLen.UFM	PValue.UFM	FDR.UFM	IncLevel1.UFM	IncLevel2.UFM	IncLevelDifference.UFM	across_short_boundary_count.UFM	long_to_flanking_count.UFM	exclusive_to_long_count.UFM	short_to_flanking_count.UFM	FDR_num.UFM	dPSI_num.UFM	mean_psi_ctrl.UFM	mean_psi_case.UFM	total_reads.UFM	1stExonStart_0base.UFM	1stExonEnd.UFM	2ndExonStart_0base.UFM	2ndExonEnd.UFM	upstreamES.UFM	upstreamEE.UFM	downstreamES.UFM	downstreamEE.UFM	ID...14.UFM	upstream_to_first_count.UFM	first_to_downstream_count.UFM	first_count.UFM	upstream_to_second_count.UFM	second_to_downstream_count.UFM	second_count.UFM	riExonStart_0base.UFM	riExonEnd.UFM	upstream_to_intron_count.UFM	intron_to_downstream_count.UFM	intron_count.UFM	upstream_to_downstream_count.UFM	exonStart_0base.UFM	exonEnd.UFM	upstream_to_target_count.UFM	target_to_downstream_count.UFM	target_count.UFM
3174	ENSG00000138095.20	LRPPRC	chr2	-	NA	NA	NA	NA	NA	NA	3174	761,636,617	78,67,80	1386,1126,1525	84,40,100	3238	149	1.03594540543e-5	1.1466457086817e-4	0.31,0.304,0.262	0.432,0.564,0.412	-0.177	NA	NA	NA	NA	RI	chr2|-|43957384|43960634|43957384|43957451|43960540|43960634	1.1466457086817e-4	-0.177	0.292	0.4693333333333333	6500	NA	NA	NA	NA	43957384	43957451	43960540	43960634	NA	NA	NA	NA	NA	NA	NA	43957384	43960634	69,62,17,78,45,79	69,34,17,71,35,70	623,540,583,1237,1046,1376	78,67,80,84,40,100	NA	NA	NA	NA	NA	3174	chr2	-	NA	NA	NA	NA	NA	NA	3174	506,760,578	56,134,104	1284,1207,1144	47,88,83	3238	149	2.43539978184e-7	4.525347471548234e-6	0.294,0.207,0.204	0.557,0.387,0.388	-0.209	NA	NA	NA	NA	4.525347471548234e-6	-0.209	0.235	0.444	5991	NA	NA	NA	NA	43957384	43957451	43960540	43960634	NA	NA	NA	NA	NA	NA	NA	43957384	43960634	23,46,14,60,57,50	40,36,30,64,75,24	443,678,534,1160,1075,1070	56,134,104,47,88,83	NA	NA	NA	NA	NA
3238	ENSG00000141551.15	CSNK1D	chr17	-	NA	NA	NA	NA	NA	NA	3238	5312,4992,4968	366,411,433	4232,4269,4282	178,210,196	2984	149	1.12555631482e-8	2.8980174220249205e-7	0.42,0.378,0.364	0.543,0.504,0.522	-0.136	NA	NA	NA	NA	RI	chr17|-|82245975|82249014|82245975|82246039|82248874|82249014	2.8980174220249205e-7	-0.136	0.3873333333333333	0.523	29849	NA	NA	NA	NA	82245975	82246039	82248874	82249014	NA	NA	NA	NA	NA	NA	NA	82245975	82249014	284,218,156,145,150,195	172,113,169,162,118,135	4856,4661,4643,3925,4001,3952	366,411,433,178,210,196	NA	NA	NA	NA	NA	3238	chr17	-	NA	NA	NA	NA	NA	NA	3238	3853,4826,5212	394,386,451	3982,3898,3474	193,252,185	2984	149	6.64779967852e-7	1.0705616602288606e-5	0.328,0.384,0.366	0.507,0.436,0.484	-0.116	NA	NA	NA	NA	1.0705616602288606e-5	-0.116	0.35933333333333334	0.4756666666666667	27106	NA	NA	NA	NA	82245975	82246039	82248874	82249014	NA	NA	NA	NA	NA	NA	NA	82245975	82249014	140,215,121,156,103,111	131,122,137,143,114,98	3582,4489,4954,3683,3681,3265	394,386,451,193,252,185	NA	NA	NA	NA	NA
3316	ENSG00000181163.14	NPM1	chr5	+	NA	NA	NA	NA	NA	NA	3316	4490,4077,5381	399,360,535	5024,5523,7516	265,322,454	2445	149	2.49657913676e-7	4.556256924587e-6	0.407,0.408,0.38	0.536,0.511,0.502	-0.118	NA	NA	NA	NA	RI	chr5|+|171405301|171407774|171405301|171405403|171407699|171407774	4.556256924587e-6	-0.118	0.3983333333333333	0.5163333333333333	34346	NA	NA	NA	NA	171405301	171405403	171407699	171407774	NA	NA	NA	NA	NA	NA	NA	171405301	171407774	126,92,155,175,128,228	254,186,260,202,240,402	4110,3799,4966,4647,5155,6886	399,360,535,265,322,454	NA	NA	NA	NA	NA	3316	chr5	+	NA	NA	NA	NA	NA	NA	3316	2991,4275,4854	341,496,524	4913,5445,5990	263,294,460	2445	149	5.35755495523e-9	1.4573997466051337e-7	0.348,0.344,0.361	0.532,0.53,0.442	-0.15	NA	NA	NA	NA	1.4573997466051337e-7	-0.15	0.351	0.5013333333333334	30846	NA	NA	NA	NA	171405301	171405403	171407699	171407774	NA	NA	NA	NA	NA	NA	NA	171405301	171407774	75,124,113,159,205,182	214,203,199,201,358,333	2702,3948,4542,4553,4882,5475	341,496,524,263,294,460	NA	NA	NA	NA	NA
3342	ENSG00000153187.21	HNRNPU	chr1	-	NA	NA	NA	NA	NA	NA	3342	3098,2736,3106	304,232,315	5124,4679,6523	151,150,203	2135	149	0	0	0.416,0.451,0.408	0.703,0.685,0.692	-0.268	NA	NA	NA	NA	RI	chr1|-|244860334|244862534|244860334|244860474|244862460|244862534	0	-0.268	0.425	0.6933333333333334	26621	NA	NA	NA	NA	244860334	244860474	244862460	244862534	NA	NA	NA	NA	NA	NA	NA	244860334	244862534	429,336,442,625,606,879	161,89,127,258,214,263	2508,2311,2537,4241,3859,5381	304,232,315,151,150,203	NA	NA	NA	NA	NA	3342	chr1	-	NA	NA	NA	NA	NA	NA	3342	1858,2505,3018	273,291,410	4677,4138,4392	164,131,207	2135	149	0	0	0.322,0.375,0.339	0.666,0.688,0.597	-0.305	NA	NA	NA	NA	0	-0.305	0.3453333333333333	0.6503333333333333	22064	NA	NA	NA	NA	244860334	244860474	244862460	244862534	NA	NA	NA	NA	NA	NA	NA	244860334	244862534	230,324,451,573,465,557	85,131,171,262,154,164	1543,2050,2396,3842,3519,3671	273,291,410,164,131,207	NA	NA	NA	NA	NA
3356	ENSG00000145020.16	AMT	chr3	-	NA	NA	NA	NA	NA	NA	3356	34,30,46	10,0,0	28,40,41	0,0,0	238	149	4.77350940164e-4	0.00303014075060626	0.68,1.0,1.0	1.0,1.0,1.0	-0.107	NA	NA	NA	NA	RI	chr3|-|49422103|49422451|49422103|49422271|49422360|49422451	0.00303014075060626	-0.107	0.8933333333333333	1	229	NA	NA	NA	NA	49422103	49422271	49422360	49422451	NA	NA	NA	NA	NA	NA	NA	49422103	49422451	25,24,30,18,34,28	10,6,20,12,6,13	0,0,0,0,0,0	10,0,0,0,0,0	NA	NA	NA	NA	NA	3356	chr3	-	NA	NA	NA	NA	NA	NA	3356	40,24,45	7,0,10	12,29,57	0,0,0	238	149	4.68513197238e-7	7.992517508814357e-6	0.782,1.0,0.738	1.0,1.0,1.0	-0.16	NA	NA	NA	NA	7.992517508814357e-6	-0.16	0.84	1	224	NA	NA	NA	NA	49422103	49422271	49422360	49422451	NA	NA	NA	NA	NA	NA	NA	49422103	49422451	37,15,40,6,22,33	3,9,10,6,10,26	0,0,0,0,0,0	7,0,10,0,0,0	NA	NA	NA	NA	NA
3425	ENSG00000132141.14	CCT6B	chr17	-	NA	NA	NA	NA	NA	NA	3425	0,0,17	1,9,10	21,11,17	6,1,8	435	149	0.00109604036973	0.00597946578930992	0.0,0.0,0.368	0.545,0.79,0.421	-0.463	NA	NA	NA	NA	RI	chr17|-|34939182|34939713|34939182|34939330|34939616|34939713	0.00597946578930992	-0.463	0.12266666666666667	0.5853333333333334	101	NA	NA	NA	NA	34939182	34939330	34939616	34939713	NA	NA	NA	NA	NA	NA	NA	34939182	34939713	0,0,0,3,0,5	0,0,14,10,5,2	0,0,3,8,6,10	1,9,10,6,1,8	NA	NA	NA	NA	NA	3425	chr17	-	NA	NA	NA	NA	NA	NA	3425	0,0,11	2,15,12	12,32,28	11,10,22	435	149	2.18342002485e-4	0.00146833780958453	0.0,0.0,0.239	0.272,0.523,0.304	-0.287	NA	NA	NA	NA	0.00146833780958453	-0.287	0.07966666666666666	0.36633333333333334	155	NA	NA	NA	NA	34939182	34939330	34939616	34939713	NA	NA	NA	NA	NA	NA	NA	34939182	34939713	0,0,1,0,4,0	0,0,0,10,18,4	0,0,10,2,10,24	2,15,12,11,10,22	NA	NA	NA	NA	NA
3563	ENSG00000117632.23	STMN1	chr1	-	NA	NA	NA	NA	NA	NA	3563	1111,1316,1795	81,89,78	1293,1470,2556	58,40,91	2107	149	0.00146844033416	0.00757315065523054	0.492,0.511,0.619	0.612,0.722,0.665	-0.126	NA	NA	NA	NA	RI	chr1|-|25901490|25903813|25901490|25901682|25903640|25903813	0.00757315065523054	-0.126	0.5406666666666666	0.6663333333333333	9978	NA	NA	NA	NA	25901490	25901682	25903640	25903813	NA	NA	NA	NA	NA	NA	NA	25901490	25903813	87,104,105,128,104,291	81,36,58,56,78,109	943,1176,1632,1109,1288,2156	81,89,78,58,40,91	NA	NA	NA	NA	NA	3563	chr1	-	NA	NA	NA	NA	NA	NA	3563	790,1139,1687	65,71,125	1546,1283,1930	42,36,63	2107	149	1.57440727122e-11	7.32719564409758e-10	0.462,0.531,0.488	0.722,0.716,0.684	-0.214	NA	NA	NA	NA	7.32719564409758e-10	-0.214	0.4936666666666667	0.7073333333333334	8777	NA	NA	NA	NA	25901490	25901682	25903640	25903813	NA	NA	NA	NA	NA	NA	NA	25901490	25903813	129,79,190,65,116,198	26,47,81,72,59,50	635,1013,1416,1409,1108,1682	65,71,125,42,36,63	NA	NA	NA	NA	NA
3601	ENSG00000119707.14	RBM25	chr14	+	NA	NA	NA	NA	NA	NA	3601	12105,9951,11925	140,166,267	13959,12810,18646	46,32,81	3590	149	0	0	0.782,0.713,0.65	0.926,0.943,0.905	-0.21	NA	NA	NA	NA	RI	chr14|+|73099666|73103478|73099666|73099750|73103191|73103478	0	-0.21	0.715	0.9246666666666666	80128	NA	NA	NA	NA	73099666	73099750	73103191	73103478	NA	NA	NA	NA	NA	NA	NA	73099666	73103478	485,250,311,429,304,458	889,895,1199,1140,1178,1634	10731,8806,10415,12390,11328,16554	140,166,267,46,32,81	NA	NA	NA	NA	NA	3601	chr14	+	NA	NA	NA	NA	NA	NA	3601	7616,9095,11774	102,249,176	13491,12380,13039	54,84,50	3590	149	3.33066907388e-16	3.35231842286022e-14	0.756,0.603,0.735	0.912,0.859,0.915	-0.197	NA	NA	NA	NA	3.35231842286022e-14	-0.197	0.698	0.8953333333333333	68110	NA	NA	NA	NA	73099666	73099750	73103191	73103478	NA	NA	NA	NA	NA	NA	NA	73099666	73103478	232,212,303,339,352,300	791,973,1262,1276,1158,1287	6593,7910,10209,11876,10870,11452	102,249,176,54,84,50	NA	NA	NA	NA	NA
3658	ENSG00000072274.14	TFRC	chr3	-	NA	NA	NA	NA	NA	NA	3658	249,202,163	114,123,83	513,317,522	162,66,106	1976	149	1.60680935224e-9	5.158615155987267e-8	0.141,0.11,0.129	0.193,0.266,0.271	-0.117	NA	NA	NA	NA	RI	chr3|-|196069454|196071498|196069454|196069568|196071395|196071498	5.158615155987267e-8	-0.117	0.12666666666666665	0.24333333333333335	2620	NA	NA	NA	NA	196069454	196069568	196071395	196071498	NA	NA	NA	NA	NA	NA	NA	196069454	196071498	17,17,20,46,41,68	24,21,31,45,17,51	208,164,112,422,259,403	114,123,83,162,66,106	NA	NA	NA	NA	NA	3658	chr3	-	NA	NA	NA	NA	NA	NA	3658	241,182,263	87,200,110	553,240,419	84,108,77	1976	149	5.49491095514e-6	6.650053558735564e-5	0.173,0.064,0.153	0.332,0.144,0.291	-0.126	NA	NA	NA	NA	6.650053558735564e-5	-0.126	0.13	0.25566666666666665	2564	NA	NA	NA	NA	196069454	196069568	196071395	196071498	NA	NA	NA	NA	NA	NA	NA	196069454	196071498	38,26,26,33,33,54	25,27,22,94,17,58	178,129,215,426,190,307	87,200,110,84,108,77	NA	NA	NA	NA	NA
3691	ENSG00000136068.16	FLNB	chr3	+	NA	NA	NA	NA	NA	NA	3691	759,543,937	79,115,197	807,665,1067	53,61,75	2048	149	3.6557673134299998e-06	4.810550464796729e-5	0.411,0.256,0.257	0.526,0.442,0.509	-0.184	NA	NA	NA	NA	RI	chr3|+|58130740|58132931|58130740|58130908|58132807|58132931	4.810550464796729e-5	-0.184	0.308	0.49233333333333335	5358	NA	NA	NA	NA	58130740	58130908	58132807	58132931	NA	NA	NA	NA	NA	NA	NA	58130740	58132931	47,14,26,31,13,17	85,60,100,76,58,130	627,469,811,700,594,920	79,115,197,53,61,75	NA	NA	NA	NA	NA	3691	chr3	+	NA	NA	NA	NA	NA	NA	3691	575,711,1064	189,200,171	846,804,880	38,44,66	2048	149	0	0	0.181,0.205,0.312	0.618,0.571,0.492	-0.328	NA	NA	NA	NA	0	-0.328	0.23266666666666666	0.56033333333333335	5588	NA	NA	NA	NA	58130740	58130908	58132807	58132931	NA	NA	NA	NA	NA	NA	NA	58130740	58132931	6,19,33,26,25,29	59,63,121,80,82,124	510,629,910,740,697,727	189,200,171,38,44,66	NA	NA	NA	NA	NA
3876	ENSG00000175110.14	MRPS22	chr3	+	NA	NA	NA	NA	NA	NA	3876	585,420,443	69,32,55	508,399,667	18,32,30	2003	149	0.00132498329937	0.00693242115335907	0.387,0.494,0.375	0.677,0.481,0.623	-0.175	NA	NA	NA	NA	RI	chr3|+|139348159|139351060|139348159|139348324|139350178|139351060	0.00693242115335907	-0.175	0.4186666666666667	0.5936666666666667	3258	NA	NA	NA	NA	139348159	139348324	139350178	139351060	NA	NA	NA	NA	NA	NA	NA	139348159	139351060	71,17,52,23,28,21	66,61,50,21,30,64	448,342,341,464,341,582	69,32,55,18,32,30	NA	NA	NA	NA	NA	3876	chr3	+	NA	NA	NA	NA	NA	NA	3876	255,363,463	26,83,53	411,494,502	5,25,36	2003	149	1.9623072928e-4	0.00134054001597502	0.422,0.245,0.394	0.859,0.595,0.509	-0.301	NA	NA	NA	NA	0.00134054001597502	-0.301	0.3536666666666667	0.6543333333333333	2716	NA	NA	NA	NA	139348159	139348324	139350178	139351060	NA	NA	NA	NA	NA	NA	NA	139348159	139351060	4,28,32,19,12,28	50,17,37,56,28,30	201,318,394,336,454,444	26,83,53,5,25,36	NA	NA	NA	NA	NA
3992	ENSG00000135297.17	MTO1	chr6	+	NA	NA	NA	NA	NA	NA	3992	27,36,29	8,0,0	17,36,33	0,0,0	315	149	0.00169465999483	0.00850380940122549	0.615,1.0,1.0	1.0,1.0,1.0	-0.128	NA	NA	NA	NA	RI	chr6|+|73479935|73480367|73479935|73480126|73480292|73480367	0.00850380940122549	-0.128	0.8716666666666667	1	186	NA	NA	NA	NA	73479935	73480126	73480292	73480367	NA	NA	NA	NA	NA	NA	NA	73479935	73480367	8,9,16,3,4,16	4,19,8,3,6,11	15,8,5,11,26,6	8,0,0,0,0,0	NA	NA	NA	NA	NA	3992	chr6	+	NA	NA	NA	NA	NA	NA	3992	21,39,47	7,0,12	39,38,10	0,0,0	315	149	4.22616926232e-7	7.312847041590396e-6	0.587,1.0,0.649	1.0,1.0,1.0	-0.255	NA	NA	NA	NA	7.312847041590396e-6	-0.255	0.7453333333333333	1	213	NA	NA	NA	NA	73479935	73480126	73480292	73480367	NA	NA	NA	NA	NA	NA	NA	73479935	73480367	5,14,24,17,8,8	16,19,10,2,7,2	0,6,13,20,23,0	7,0,12,0,0,0	NA	NA	NA	NA	NA
4019	ENSG00000119977.22	TCTN3	chr10	-	NA	NA	NA	NA	NA	NA	4019	17,20,33	16,41,9	16,19,37	0,2,1	490	149	6.68582633701e-9	1.8720313743628e-7	0.244,0.129,0.527	1.0,0.743,0.918	-0.587	NA	NA	NA	NA	RI	chr10|-|95683100|95683629|95683100|95683180|95683521|95683629	1.8720313743628e-7	-0.587	0.3	0.887	211	NA	NA	NA	NA	95683100	95683180	95683521	95683629	NA	NA	NA	NA	NA	NA	NA	95683100	95683629	9,5,13,11,10,13	3,0,0,0,4,7	5,15,20,5,5,17	16,41,9,0,2,1	NA	NA	NA	NA	NA	4019	chr10	-	NA	NA	NA	NA	NA	NA	4019	16,26,9	6,20,4	10,17,14	0,0,0	490	149	9.27036225562e-12	4.478697412935134e-10	0.448,0.283,0.406	1.0,1.0,1.0	-0.621	NA	NA	NA	NA	4.478697412935134e-10	-0.621	0.379	1	122	NA	NA	NA	NA	95683100	95683180	95683521	95683629	NA	NA	NA	NA	NA	NA	NA	95683100	95683629	4,1,0,7,10,11	0,10,2,0,2,0	12,15,7,3,5,3	6,20,4,0,0,0	NA	NA	NA	NA	NA
4036	ENSG00000072110.16	ACTN1	chr14	-	NA	NA	NA	NA	NA	NA	4036	3596,2501,3586	423,362,394	4006,3562,4474	241,193,295	1897	149	5.5622173533699996e-14	4.547668908115312e-12	0.4,0.352,0.417	0.566,0.592,0.544	-0.178	NA	NA	NA	NA	RI	chr14|-|68877081|68879069|68877081|68877240|68878988|68879069	4.547668908115312e-12	-0.178	0.38966666666666666	0.5673333333333334	23633	NA	NA	NA	NA	68877081	68877240	68878988	68879069	NA	NA	NA	NA	NA	NA	NA	68877081	68879069	341,240,304,321,297,298	166,50,119,129,165,163	3089,2211,3163,3556,3100,4013	423,362,394,241,193,295	NA	NA	NA	NA	NA	4036	chr14	-	NA	NA	NA	NA	NA	NA	4036	2905,2710,3929	516,534,526	3511,3004,3512	226,122,227	1897	149	0	0	0.307,0.285,0.37	0.55,0.659,0.549	-0.265	NA	NA	NA	NA	0	-0.265	0.32066666666666666	0.5860000000000001	21722	NA	NA	NA	NA	68877081	68877240	68878988	68879069	NA	NA	NA	NA	NA	NA	NA	68877081	68879069	218,231,280,268,309,335	119,103,125,153,135,113	2568,2376,3524,3090,2560,3064	516,534,526,226,122,227	NA	NA	NA	NA	NA
4172	ENSG00000095066.12	HOOK2	chr19	-	NA	NA	NA	NA	NA	NA	4172	14,3,6	25,16,23	11,29,18	25,15,15	219	149	0.00615074683687	0.02405381352275946	0.276,0.113,0.151	0.23,0.568,0.449	-0.236	NA	NA	NA	NA	RI	chr19|-|12774668|12774897|12774668|12774741|12774811|12774897	0.02405381352275946	-0.236	0.18	0.41566666666666663	200	NA	NA	NA	NA	12774668	12774741	12774811	12774897	NA	NA	NA	NA	NA	NA	NA	12774668	12774897	14,2,6,10,19,17	11,3,0,2,16,8	0,0,0,0,0,0	25,16,23,25,15,15	NA	NA	NA	NA	NA	4172	chr19	-	NA	NA	NA	NA	NA	NA	4172	7,20,42	21,13,23	7,8,5	28,18,10	219	149	0.0099252225395	0.03511330926540158	0.185,0.511,0.554	0.145,0.232,0.254	0.206	NA	NA	NA	NA	0.03511330926540158	0.206	0.4166666666666667	0.21033333333333334	202	NA	NA	NA	NA	12774668	12774741	12774811	12774897	NA	NA	NA	NA	NA	NA	NA	12774668	12774897	7,20,24,6,2,2	5,2,19,2,7,5	0,0,0,0,0,0	21,13,23,28,18,10	NA	NA	NA	NA	NA
4322	ENSG00000096080.12	MRPS18A	chr6	-	NA	NA	NA	NA	NA	NA	4322	12,0,16	31,25,42	13,21,31	33,16,44	371	149	0.00262890251485	0.01216636243098883	0.135,0.0,0.133	0.137,0.345,0.221	-0.145	NA	NA	NA	NA	RI	chr6|-|43675201|43675617|43675201|43675271|43675493|43675617	0.01216636243098883	-0.145	0.08933333333333333	0.23433333333333334	284	NA	NA	NA	NA	43675201	43675271	43675493	43675617	NA	NA	NA	NA	NA	NA	NA	43675201	43675617	0,0,16,0,3,6	12,0,0,2,18,20	0,0,0,11,0,5	31,25,42,33,16,44	NA	NA	NA	NA	NA	4322	chr6	-	NA	NA	NA	NA	NA	NA	4322	12,20,5	21,14,10	10,4,8	51,18,27	371	149	5.36838567778e-4	0.00314144196784044	0.187,0.365,0.167	0.073,0.082,0.106	0.153	NA	NA	NA	NA	0.00314144196784044	0.153	0.23966666666666667	0.087	200	NA	NA	NA	NA	43675201	43675271	43675493	43675617	NA	NA	NA	NA	NA	NA	NA	43675201	43675617	6,0,0,6,0,1	6,15,5,2,4,7	0,5,0,2,0,0	21,14,10,51,18,27	NA	NA	NA	NA	NA
4349	ENSG00000184840.12	TMED9	chr5	+	NA	NA	NA	NA	NA	NA	4349	141,210,211	95,228,207	138,150,147	41,83,97	512	149	0.00117041649671	0.00629635957676526	0.302,0.211,0.229	0.495,0.345,0.306	-0.135	NA	NA	NA	NA	RI	chr5|+|177593649|177594285|177593649|177593775|177594138|177594285	0.00629635957676526	-0.135	0.24733333333333332	0.382	1748	NA	NA	NA	NA	177593649	177593775	177594138	177594285	NA	NA	NA	NA	NA	NA	NA	177593649	177594285	9,22,37,15,16,12	9,42,13,16,15,24	123,146,161,107,119,111	95,228,207,41,83,97	NA	NA	NA	NA	NA	4349	chr5	+	NA	NA	NA	NA	NA	NA	4349	170,204,328	96,342,229	154,229,182	46,56,161	512	149	0.00914091490105	0.03291710500145554	0.34,0.148,0.294	0.493,0.543,0.248	-0.167	NA	NA	NA	NA	0.03291710500145554	-0.167	0.26066666666666666	0.428	2197	NA	NA	NA	NA	177593649	177593775	177594138	177594285	NA	NA	NA	NA	NA	NA	NA	177593649	177594285	4,20,57,6,13,11	42,44,24,26,36,47	124,140,247,122,180,124	96,342,229,46,56,161	NA	NA	NA	NA	NA
4490	ENSG00000184661.14	CDCA2	chr8	+	NA	NA	NA	NA	NA	NA	4490	2,5,2	31,26,30	4,6,5	12,4,16	232	149	0.00280420379017	0.0128419549225709	0.04,0.11,0.041	0.176,0.491,0.167	-0.214	NA	NA	NA	NA	RI	chr8|+|25460239|25460554|25460239|25460300|25460383|25460554	0.0128419549225709	-0.214	0.06366666666666666	0.278	143	NA	NA	NA	NA	25460239	25460300	25460383	25460554	NA	NA	NA	NA	NA	NA	NA	25460239	25460554	0,1,2,4,6,3	2,5,0,0,6,2	0,0,0,0,0,0	31,26,30,12,4,16	NA	NA	NA	NA	NA	4490	chr8	+	NA	NA	NA	NA	NA	NA	4490	30,7,17	76,7,9	4,5,7	36,21,9	232	149	0.0107598775918	0.0376471035787255	0.202,0.391,0.548	0.067,0.133,0.333	0.203	NA	NA	NA	NA	0.0376471035787255	0.203	0.38033333333333336	0.17766666666666667	228	NA	NA	NA	NA	25460239	25460300	25460383	25460554	NA	NA	NA	NA	NA	NA	NA	25460239	25460554	10,4,7,4,0,5	30,6,11,0,5,4	0,0,0,0,0,0	76,7,9,36,21,9	NA	NA	NA	NA	NA
4615	ENSG00000115524.17	SF3B1	chr2	-	NA	NA	NA	NA	NA	NA	4615	1943,1487,1976	137,153,146	2856,2407,3308	52,51,143	1988	149	1.99480765239e-10	8.10076855924204e-9	0.515,0.421,0.504	0.805,0.78,0.634	-0.26	NA	NA	NA	NA	RI	chr2|-|197418508|197420542|197418508|197418588|197420427|197420542	8.10076855924204e-9	-0.26	0.48	0.7396666666666667	14659	NA	NA	NA	NA	197418508	197418588	197420427	197420542	NA	NA	NA	NA	NA	NA	NA	197418508	197420542	189,152,187,214,197,216	130,93,158,241,185,287	1624,1242,1631,2401,2025,2805	137,153,146,52,51,143	NA	NA	NA	NA	NA	4615	chr2	-	NA	NA	NA	NA	NA	NA	4615	1285,1424,1889	122,122,162	2722,1909,2360	112,61,85	1988	149	1.6209256159499997e-14	1.2390847841420316e-12	0.441,0.467,0.466	0.646,0.701,0.675	-0.216	NA	NA	NA	NA	1.2390847841420316e-12	-0.216	0.458	0.674	12253	NA	NA	NA	NA	197418508	197418588	197420427	197420542	NA	NA	NA	NA	NA	NA	NA	197418508	197420542	82,126,232,176,130,223	83,122,121,217,202,217	1120,1176,1536,2329,1577,1920	122,122,162,112,61,85	NA	NA	NA	NA	NA
4707	ENSG00000135047.16	CTSL	chr9	+	NA	NA	NA	NA	NA	NA	4707	607,648,857	39,68,86	806,856,1063	15,16,52	1344	149	6.99014903738e-8	1.4729757352994557e-6	0.633,0.514,0.525	0.856,0.856,0.694	-0.245	NA	NA	NA	NA	RI	chr9|+|87726212|87727729|87726212|87726398|87727593|87727729	1.4729757352994557e-6	-0.245	0.5573333333333333	0.8019999999999999	5113	NA	NA	NA	NA	87726212	87726398	87727593	87727729	NA	NA	NA	NA	NA	NA	NA	87726212	87727729	83,34,93,107,112,164	110,111,119,121,142,139	414,503,645,578,602,760	39,68,86,15,16,52	NA	NA	NA	NA	NA	4707	chr9	+	NA	NA	NA	NA	NA	NA	4707	551,608,789	22,112,75	744,736,929	21,34,34	1344	149	0.00277197191406	0.01248317553244469	0.735,0.376,0.538	0.797,0.706,0.752	-0.202	NA	NA	NA	NA	0.01248317553244469	-0.202	0.5496666666666666	0.7516666666666667	4655	NA	NA	NA	NA	87726212	87726398	87727593	87727729	NA	NA	NA	NA	NA	NA	NA	87726212	87727729	60,76,93,105,92,115	81,123,113,139,145,134	410,409,583,500,499,680	22,112,75,21,34,34	NA	NA	NA	NA	NA
4711	ENSG00000135047.16	CTSL	chr9	+	NA	NA	NA	NA	NA	NA	4711	594,503,714	319,594,524	748,732,904	208,265,409	912	149	1.0484196844e-9	3.558132668043514e-8	0.233,0.122,0.182	0.37,0.311,0.265	-0.136	NA	NA	NA	NA	RI	chr9|+|87728584|87729735|87728584|87728809|87729572|87729735	3.558132668043514e-8	-0.136	0.179	0.31533333333333335	6514	NA	NA	NA	NA	87728584	87728809	87729572	87729735	NA	NA	NA	NA	NA	NA	NA	87728584	87729735	129,178,275,173,156,296	113,65,113,129,163,120	352,260,326,446,413,488	319,594,524,208,265,409	NA	NA	NA	NA	NA	4711	chr9	+	NA	NA	NA	NA	NA	NA	4711	489,599,675	282,841,448	540,581,753	158,199,253	912	149	4.7184478546599994e-14	3.26089155678075e-12	0.221,0.104,0.198	0.358,0.323,0.327	-0.162	NA	NA	NA	NA	3.26089155678075e-12	-0.162	0.17433333333333334	0.336	5818	NA	NA	NA	NA	87728584	87728809	87729572	87729735	NA	NA	NA	NA	NA	NA	NA	87728584	87729735	200,184,152,148,125,214	77,112,73,102,118,138	212,303,450,290,338,401	282,841,448,158,199,253	NA	NA	NA	NA	NA
