dataset	event_id	GeneID	event_type	inc_tx	exc_tx	alignment_score	len_inc	len_exc
UFM1_independent_dPSI_positive	chr2|-|27071325|27071649|27071325|27071463|27071600|27071649	ENSG00000228474	RI	ENST00000429985	ENST00000447619	1.0	37	37
UFM1_independent_dPSI_positive	chr7|-|93145384|93147146|93145384|93146040|93146882|93147146	ENSG00000177409	RI	ENST00000699641	ENST00000318238	1.0	1584	1584
UFM1_independent_dPSI_positive	chr1|+|226897719|226899555|226897719|226897829|226898354|226899555	ENSG00000143801	RI	ENST00000676747	ENST00000676945	0.7552182163187856	399	527
UFM1_independent_dPSI_positive	chr1|-|232984135|232986540|232984135|232984477|232986091|232986540	ENSG00000135749	RI	ENST00000344698	ENST00000258229	0.34060324825986077	777	2137
UFM1_independent_dPSI_positive	chr11|-|61967311|61967631|61967311|61967371|61967457|61967631	ENSG00000167996	RI	ENST00000529191	ENST00000273550	0.31521739130434784	102	183
UFM1_independent_dPSI_positive	chr17|+|80415452|80415821|80415452|80415518|80415649|80415821	ENSG00000173818	RI	ENST00000522200	ENST00000323854	0.4810606060606061	155	264
UFM1_independent_dPSI_positive	chr11|-|119097141|119097551|119097141|119097297|119097463|119097551	ENSG00000172269	RI	ENST00000684142	ENST00000354202	0.24019607843137256	102	408
UFM1_independent_dPSI_positive	chr9|+|744490|746090|744490|744589|745172|746090	ENSG00000107104	RI	ENST00000687662	ENST00000382286	0.30303030303030304	1188	375
UFM1_independent_dPSI_positive	chr6|-|158116184|158117821|158116184|158116282|158117726|158117821	ENSG00000122335	RI	ENST00000607742	ENST00000367101	0.07156308851224105	42	531
UFM1_independent_dPSI_positive	chr7|-|128350324|128352678|128350324|128351414|128352448|128352678	ENSG00000224940	RI	ENST00000446477	ENST00000480290	0.2680301399354144	899	419
UFM1_independent_dPSI_positive	chr19|-|10356567|10357918|10356567|10356718|10357763|10357918	ENSG00000105397	RI	ENST00000699355	ENST00000524462	0.35130581297388375	606	1002
UFM1_independent_dPSI_positive	chr2|-|58161521|58163517|58161521|58161638|58162865|58163517	ENSG00000115392	RI	ENST00000696342	ENST00000233741	0.104	52	375
UFM1_independent_dPSI_positive	chr2|-|58162865|58163517|58162865|58163074|58163433|58163517	ENSG00000115392	RI	ENST00000696306	ENST00000233741	0.336	127	375
UFM1_independent_dPSI_positive	chr8|+|144359622|144360493|144359622|144359726|144360171|144360493	ENSG00000185803	RI	ENST00000329994	ENST00000524541	0.1550561797752809	445	69
UFM1_independent_dPSI_positive	chr8|-|144423616|144424132|144423616|144423922|144424040|144424132	ENSG00000160948	RI	ENST00000529182	ENST00000292510	0.7824267782426778	233	221
UFM1_independent_dPSI_positive	chr8|-|144424214|144424819|144424214|144424268|144424717|144424819	ENSG00000160948	RI	ENST00000526204	ENST00000292510	0.1583710407239819	35	221
UFM1_independent_dPSI_positive	chr9|+|136857978|136858546|136857978|136858097|136858399|136858546	ENSG00000177943	RI	ENST00000479475	ENST00000317446	0.2022867194371152	236	1137
UFM1_independent_dPSI_positive	chr2|-|99402243|99402800|99402243|99402346|99402643|99402800	ENSG00000135945	RI	ENST00000413697	ENST00000258428	0.05435651478816946	69	1251
UFM1_independent_dPSI_positive	chr19|-|43766532|43767707|43766532|43767089|43767539|43767707	ENSG00000104783	RI	ENST00000600909	ENST00000598836	0.3575757575757576	59	165
UFM1_independent_dPSI_positive	chr10|+|75176065|75182123|75176065|75176216|75176387|75182123	ENSG00000156671	RI	ENST00000372687	ENST00000542569	0.7662650602409639	326	415
UFM1_independent_dPSI_positive	chr19|-|35510183|35510510|35510183|35510252|35510378|35510510	ENSG00000161249	RI	ENST00000461300	ENST00000339686	0.058823529411764705	33	476
UFM1_independent_dPSI_positive	chr10|+|120905875|120906855|120905875|120906021|120906775|120906855	ENSG00000120008	RI	ENST00000497136	ENST00000263461	0.13562091503267973	199	1224
UFM1_independent_dPSI_positive	chr11|-|799814|800244|799814|800014|800130|800244	ENSG00000177595	RI	ENST00000534649	ENST00000347755	0.11648351648351649	108	910
UFM1_independent_dPSI_negative	chrX|-|57119681|57120631|57119681|57120101|57120404|57120631	ENSG00000186787	RI	ENST00000434397	ENST00000275988	1.0	258	258
UFM1_independent_dPSI_negative	chr17|-|81845143|81845742|81845143|81845230|81845560|81845742	ENSG00000185624	RI	ENST00000679366	ENST00000331483	0.5039370078740157	270	508
UFM1_independent_dPSI_negative	chr11|+|72094947|72096895|72094947|72095096|72095378|72096895	ENSG00000184154	RI	ENST00000324866	ENST00000289488	0.7604166666666666	146	192
UFM1_independent_dPSI_negative	chr19|+|17486562|17487335|17486562|17486957|17487173|17487335	ENSG00000130304	RI	ENST00000600277	ENST00000252595	0.3126934984520124	224	646
UFM1_independent_dPSI_negative	chr6|+|73479935|73480367|73479935|73480126|73480292|73480367	ENSG00000135297	RI	ENST00000679352	ENST00000370300	0.25523012552301255	192	717
UFM1_independent_dPSI_negative	chr6|-|43675201|43675617|43675201|43675271|43675493|43675617	ENSG00000096080	RI	ENST00000427312	ENST00000372116	0.4790874524714829	263	127
UFM1_independent_dPSI_negative	chr8|+|25460239|25460554|25460239|25460300|25460383|25460554	ENSG00000184661	RI	ENST00000380665	ENST00000330560	0.9824046920821115	1008	1023
UFM1_independent_dPSI_negative	chr7|+|75986158|75986855|75986158|75986241|75986336|75986855	ENSG00000127948	RI	ENST00000394893	ENST00000412064	0.31587301587301586	630	208
UFM1_independent_dPSI_negative	chr1|-|151773493|151774504|151773493|151774227|151774412|151774504	ENSG00000182134	RI	ENST00000368824	ENST00000368822	1.0	561	561
UFM1_independent_dPSI_negative	chr10|-|32932514|32933583|32932514|32932600|32933350|32933583	ENSG00000150093	RI	ENST00000474568	ENST00000302278	0.9471744471744472	809	798
UFM1_independent_dPSI_negative	chr5|+|140691452|140691756|140691452|140691515|140691606|140691756	ENSG00000112855	RI	ENST00000642752	ENST00000230771	0.9347826086956522	473	506
