ID...1.WT	GeneID	geneSymbol	chr.WT	strand.WT	longExonStart_0base.WT	longExonEnd.WT	shortES.WT	shortEE.WT	flankingES.WT	flankingEE.WT	ID...12.WT	IJC_SAMPLE_1.WT	SJC_SAMPLE_1.WT	IJC_SAMPLE_2.WT	SJC_SAMPLE_2.WT	IncFormLen.WT	SkipFormLen.WT	PValue.WT	FDR.WT	IncLevel1.WT	IncLevel2.WT	IncLevelDifference.WT	across_short_boundary_count.WT	long_to_flanking_count.WT	exclusive_to_long_count.WT	short_to_flanking_count.WT	event_type	ID	FDR_num.WT	dPSI_num.WT	mean_psi_ctrl.WT	mean_psi_case.WT	total_reads.WT	1stExonStart_0base.WT	1stExonEnd.WT	2ndExonStart_0base.WT	2ndExonEnd.WT	upstreamES.WT	upstreamEE.WT	downstreamES.WT	downstreamEE.WT	ID...14.WT	upstream_to_first_count.WT	first_to_downstream_count.WT	first_count.WT	upstream_to_second_count.WT	second_to_downstream_count.WT	second_count.WT	riExonStart_0base.WT	riExonEnd.WT	upstream_to_intron_count.WT	intron_to_downstream_count.WT	intron_count.WT	upstream_to_downstream_count.WT	exonStart_0base.WT	exonEnd.WT	upstream_to_target_count.WT	target_to_downstream_count.WT	target_count.WT	ID...1.UFM	chr.UFM	strand.UFM	longExonStart_0base.UFM	longExonEnd.UFM	shortES.UFM	shortEE.UFM	flankingES.UFM	flankingEE.UFM	ID...12.UFM	IJC_SAMPLE_1.UFM	SJC_SAMPLE_1.UFM	IJC_SAMPLE_2.UFM	SJC_SAMPLE_2.UFM	IncFormLen.UFM	SkipFormLen.UFM	PValue.UFM	FDR.UFM	IncLevel1.UFM	IncLevel2.UFM	IncLevelDifference.UFM	across_short_boundary_count.UFM	long_to_flanking_count.UFM	exclusive_to_long_count.UFM	short_to_flanking_count.UFM	FDR_num.UFM	dPSI_num.UFM	mean_psi_ctrl.UFM	mean_psi_case.UFM	total_reads.UFM	1stExonStart_0base.UFM	1stExonEnd.UFM	2ndExonStart_0base.UFM	2ndExonEnd.UFM	upstreamES.UFM	upstreamEE.UFM	downstreamES.UFM	downstreamEE.UFM	ID...14.UFM	upstream_to_first_count.UFM	first_to_downstream_count.UFM	first_count.UFM	upstream_to_second_count.UFM	second_to_downstream_count.UFM	second_count.UFM	riExonStart_0base.UFM	riExonEnd.UFM	upstream_to_intron_count.UFM	intron_to_downstream_count.UFM	intron_count.UFM	upstream_to_downstream_count.UFM	exonStart_0base.UFM	exonEnd.UFM	upstream_to_target_count.UFM	target_to_downstream_count.UFM	target_count.UFM	FDR	IncLevelDifference	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	inc_len_bp	exc_len_bp	inc_cds_overlap_bp	exc_cds_overlap_bp	inc_touches_cds	exc_touches_cds	inc_cds_overlap_mod3	exc_cds_overlap_mod3	delta_cds_overlap_bp	delta_cds_overlap_mod3	frameshift_candidate_inc	frameshift_candidate_delta	cds_overlap_bp	touches_cds	cds_overlap_mod3	frameshift_candidate	advanced_n_transcripts_matched	advanced_any_protein_pair	advanced_transcript_ids	inclusion_transcript_ids	exclusion_transcript_ids	advanced_overlaps_start_codon_any	advanced_overlaps_stop_codon_any	advanced_frameshift_any	advanced_frameshift_frac	advanced_nmd_proxy_any	RI_Position	Event_Position	dataset
4480	ENSG00000115211	EIF2B4	chr2	-							4480	97,136,93	119,146,116	61,59,57	40,28,57	475	149	0.0069614410832	0.0264811145919245	0.204,0.226,0.201	0.324,0.398,0.239	-0.11					RI	chr2|-|27369413|27369919|27369413|27369549|27369875|27369919	0.0264811145919245	-0.11	0.2103333333333333	0.3203333333333333	1009					27369413	27369549	27369875	27369919								27369413	27369919	57,84,41,34,20,29	22,27,23,5,13,20	18,25,29,22,26,8	119,146,116,40,28,57						4480	chr2	-							4480	129,66,168	127,141,137	53,86,62	67,66,54	475	149	0.246132494428	0.4395015179925168	0.242,0.128,0.278	0.199,0.29,0.265	-0.035					0.4395015179925168	-0.035	0.216	0.2513333333333333	1156					27369413	27369549	27369875	27369919								27369413	27369919	64,22,65,22,32,40	31,18,39,18,33,9	34,26,64,13,21,13	127,141,137,67,66,54						0.0264811145919245	-0.11	2	-	27369413	27369919	27369413	27369549	27369875	27369919	506	0	900	0	True	False	0.0		900	0	False	False	900	True	0.0	False	1	False	ENST00000462749	ENST00000462749	ENST00000347454;ENST00000405940;ENST00000418146;ENST00000445933;ENST00000451130;ENST00000475582;ENST00000493344	False	False	False	0.0	False	3UTR	3UTR	UFM1_dependent
4519	ENSG00000115282	TTC31	chr2	+							4519	18,12,25	52,91,100	31,13,17	29,18,64	232	149	0.00242731428663	0.0114416621704532	0.182,0.078,0.138	0.407,0.317,0.146	-0.157					RI	chr2|+|74492003|74494559|74492003|74492055|74492138|74494559	0.0114416621704532	-0.157	0.1326666666666666	0.29	470					74492003	74492055	74492138	74494559								74492003	74494559	12,5,22,12,6,9	6,10,6,23,10,8	0,0,0,0,0,0	52,91,100,29,18,64						4519	chr2	+							4519	15,13,25	41,94,129	17,5,10	42,15,74	232	149	0.575396168553	0.8040938243064385	0.19,0.082,0.111	0.206,0.176,0.08	-0.026					0.8040938243064385	-0.026	0.1276666666666666	0.154	480					74492003	74492055	74492138	74494559								74492003	74494559	4,3,6,13,5,5	11,10,21,6,1,6	0,0,0,0,0,0	41,94,129,42,15,74						0.0114416621704532	-0.157	2	+	74492003	74494559	74492003	74492055	74492138	74494559	2556	0	1496	0	True	False	2.0		1496	2	True	True	1496	True	2.0	True	1	False	ENST00000489152	ENST00000489152	ENST00000233623;ENST00000410003;ENST00000414247;ENST00000424122;ENST00000442235;ENST00000449459;ENST00000464241;ENST00000487623;ENST00000491252	False	False	False	0.0	False	3UTR	3UTR	UFM1_dependent
4538	ENSG00000169714	CNBP	chr3	-							4538	358,307,518	73,111,143	411,431,513	53,88,98	317	149	0.00295993076754	0.0134148525251701	0.697,0.565,0.63	0.785,0.697,0.711	-0.1					RI	chr3|-|129171078|129171538|129171078|129171277|129171445|129171538	0.0134148525251701	-0.1	0.6306666666666666	0.731	3104					129171078	129171277	129171445	129171538								129171078	129171538	158,132,270,171,200,197	150,147,203,193,172,249	50,28,45,47,59,67	73,111,143,53,88,98						4538	chr3	-							4538	245,337,496	72,203,124	379,336,355	100,60,93	317	149	0.0420350388754	0.1123228317559914	0.615,0.438,0.653	0.64,0.725,0.642	-0.1					0.1123228317559914	-0.1	0.5686666666666667	0.669	2800					129171078	129171277	129171445	129171538								129171078	129171538	111,121,235,195,132,158	116,188,220,137,141,146	18,28,41,47,63,51	72,203,124,100,60,93						0.0134148525251701	-0.1	3	-	129171078	129171538	129171078	129171277	129171445	129171538	460	0	2234	0	True	False	2.0		2234	2	True	True	2234	True	2.0	True	1	False	ENST00000502372	ENST00000502372	ENST00000422453;ENST00000441626;ENST00000446936;ENST00000451728;ENST00000500450;ENST00000502976;ENST00000504813;ENST00000507573;ENST00000512338	False	False	False	0.0	False	CDS	CDS	UFM1_dependent
4553	ENSG00000116337	AMPD2	chr1	+							4553	172,172,154	23,19,26	32,47,58	0,2,4	458	149	0.000585988786974	0.003607714098117	0.709,0.747,0.658	1.0,0.884,0.825	-0.198					RI	chr1|+|109629326|109629916|109629326|109629486|109629795|109629916	0.003607714098117	-0.198	0.7046666666666667	0.903	709					109629326	109629486	109629795	109629916								109629326	109629916	26,66,66,10,21,8	15,24,35,2,5,6	131,82,53,20,21,44	23,19,26,0,2,4						4553	chr1	+							4553	111,172,126	14,6,3	47,22,77	5,1,11	458	149	0.112527647144	0.2436552388320602	0.721,0.903,0.932	0.754,0.877,0.695	0.077					0.2436552388320602	0.077	0.852	0.7753333333333333	595					109629326	109629486	109629795	109629916								109629326	109629916	24,71,55,6,3,15	32,37,20,6,6,3	55,64,51,35,13,59	14,6,3,5,1,11						0.003607714098117	-0.198	1	+	109629326	109629916	109629326	109629486	109629795	109629916	590	0	3222	0	True	False	0.0		3222	0	False	False	3222	True	0.0	False	1	False	ENST00000681834	ENST00000681834	ENST00000256578;ENST00000342115;ENST00000358729;ENST00000369840;ENST00000467071;ENST00000474459;ENST00000476688;ENST00000479919;ENST00000486282;ENST00000524975;ENST00000525415;ENST00000526301;ENST00000527846;ENST00000528454;ENST00000528667;ENST00000531203;ENST00000531734;ENST00000532851;ENST00000533132;ENST00000652975;ENST00000654851;ENST00000655992;ENST00000659122;ENST00000663749;ENST00000667949;ENST00000668421;ENST00000679379;ENST00000679593;ENST00000679880;ENST00000679892;ENST00000679981;ENST00000680132;ENST00000680148;ENST00000680170;ENST00000680192;ENST00000680519;ENST00000680531;ENST00000680820;ENST00000680832;ENST00000680929;ENST00000681108;ENST00000681121;ENST00000681132;ENST00000681181;ENST00000681218;ENST00000681246;ENST00000681496;ENST00000681862	False	False	False	0.0	False	CDS	CDS	UFM1_dependent
4564	ENSG00000122966	CIT	chr12	-							4564	608,445,776	21,15,51	648,693,923	17,5,11	1706	149	1.37232555363e-05	0.000147117138022	0.717,0.722,0.571	0.769,0.924,0.88	-0.188					RI	chr12|-|119710539|119712347|119710539|119710620|119712177|119712347	0.000147117138022	-0.188	0.6699999999999999	0.8576666666666667	4213					119710539	119710620	119712177	119712347								119710539	119712347	51,33,118,80,30,58	68,44,73,52,84,93	489,368,585,516,579,772	21,15,51,17,5,11						4564	chr12	-							4564	554,660,645	43,19,34	791,678,619	9,22,25	1706	149	0.0206243103188	0.0635460255179761	0.529,0.752,0.624	0.885,0.729,0.684	-0.131					0.0635460255179761	-0.131	0.635	0.766	4099					119710539	119710620	119712177	119712347								119710539	119712347	38,47,45,82,61,35	62,65,49,118,65,57	454,548,551,591,552,527	43,19,34,9,22,25						0.000147117138022	-0.188	12	-	119710539	119712347	119710539	119710620	119712177	119712347	1808	0	2161	0	True	False	1.0		2161	1	True	True	2161	True	1.0	True	2	False	ENST00000545913;ENST00000678236	ENST00000545913;ENST00000678236	ENST00000261833;ENST00000392520;ENST00000392521;ENST00000537607;ENST00000538073;ENST00000543239;ENST00000543324;ENST00000544800;ENST00000676693;ENST00000676833;ENST00000676849;ENST00000677438;ENST00000677738;ENST00000677742;ENST00000677812;ENST00000677849;ENST00000677993;ENST00000678087;ENST00000678494;ENST00000678652;ENST00000678677;ENST00000679120;ENST00000679249;ENST00000679285	False	False	False	0.0	False	3UTR	3UTR	UFM1_dependent
4568	ENSG00000122966	CIT	chr12	-							4568	51,25,10	45,41,31	63,60,40	12,25,19	1765	149	1.8965876647e-08	4.422005916327149e-07	0.087,0.049,0.027	0.307,0.168,0.151	-0.154					RI	chr12|-|119718698|119720585|119718698|119718861|119720477|119720585	4.422005916327149e-07	-0.154	0.0543333333333333	0.2086666666666666	422					119718698	119718861	119720477	119720585								119718698	119720585	19,0,0,14,3,3	2,0,0,4,1,8	30,25,10,45,56,29	45,41,31,12,25,19						4568	chr12	-							4568	11,68,47	32,16,17	29,46,64	23,23,4	1765	149	0.243675861406	0.436818042730423	0.028,0.264,0.189	0.096,0.144,0.575	-0.111					0.436818042730423	-0.111	0.1603333333333333	0.2716666666666666	380					119718698	119718861	119720477	119720585								119718698	119720585	5,0,0,0,2,1	0,3,3,0,4,0	6,65,44,29,40,63	32,16,17,23,23,4						4.422005916327149e-07	-0.154	12	-	119718698	119720585	119718698	119718861	119720477	119720585	1887	0	2174	0	True	False	2.0		2174	2	True	True	2174	True	2.0	True	2	False	ENST00000545913;ENST00000678236	ENST00000545913;ENST00000678236	ENST00000261833;ENST00000392520;ENST00000392521;ENST00000536325;ENST00000537607;ENST00000543324;ENST00000544588;ENST00000676693;ENST00000676833;ENST00000676849;ENST00000677438;ENST00000677738;ENST00000677812;ENST00000677849;ENST00000677993;ENST00000678087;ENST00000678494;ENST00000678652;ENST00000678677;ENST00000679120;ENST00000679249;ENST00000679285	False	False	False	0.0	False	3UTR	3UTR	UFM1_dependent
4600	ENSG00000121940	CLCC1	chr1	-							4600	76,68,85	9,7,27	125,78,93	2,0,15	1040	149	0.00464681480476	0.0193040015599148	0.547,0.582,0.311	0.9,1.0,0.47	-0.31					RI	chr1|-|108962308|108963453|108962308|108962469|108963360|108963453	0.0193040015599148	-0.31	0.48	0.79	585					108962308	108962469	108963360	108963453								108962308	108963453	12,7,21,50,16,24	3,20,0,30,26,19	61,41,64,45,36,50	9,7,27,2,0,15						4600	chr1	-							4600	39,126,88	0,1,2	63,99,49	1,3,0	1040	149	0.485635164448	0.7203772318761137	1.0,0.948,0.863	0.9,0.825,1.0	0.029					0.7203772318761137	0.029	0.937	0.9083333333333332	471					108962308	108962469	108963360	108963453								108962308	108963453	12,28,12,1,20,16	3,10,24,23,36,15	24,88,52,39,43,18	0,1,2,1,3,0						0.0193040015599148	-0.31	1	-	108962308	108963453	108962308	108962469	108963360	108963453	1145	0	0	0	False	False			0	0		False	0	False			1	False	ENST00000676306	ENST00000676306	ENST00000302500;ENST00000356970;ENST00000369968;ENST00000369969;ENST00000369970;ENST00000674527;ENST00000674561;ENST00000674849;ENST00000674992;ENST00000675001;ENST00000675018;ENST00000675128;ENST00000675508;ENST00000675571;ENST00000675584;ENST00000675650;ENST00000675654;ENST00000675790;ENST00000675956;ENST00000676059;ENST00000676391;ENST00000676392;ENST00000676454;ENST00000685014;ENST00000685104;ENST00000685497;ENST00000685540;ENST00000685628;ENST00000685791;ENST00000686078;ENST00000686434;ENST00000686576;ENST00000686776;ENST00000686821;ENST00000687099;ENST00000687134;ENST00000687226;ENST00000687328;ENST00000687449;ENST00000687591;ENST00000687646;ENST00000687734;ENST00000687865;ENST00000687998;ENST00000688070;ENST00000688168;ENST00000688285;ENST00000688610;ENST00000688778;ENST00000689103;ENST00000689189;ENST00000689351;ENST00000689359;ENST00000689479;ENST00000689991;ENST00000690509;ENST00000690756;ENST00000690781;ENST00000690874;ENST00000691342;ENST00000691513;ENST00000691556;ENST00000691731;ENST00000691777;ENST00000691876;ENST00000692342;ENST00000692404;ENST00000692511;ENST00000692584;ENST00000692732;ENST00000692775;ENST00000692795;ENST00000693089;ENST00000693336;ENST00000693673	False	False	False	0.0	False	5UTR	5UTR	UFM1_dependent
4601	ENSG00000121940	CLCC1	chr1	-							4601	76,68,85	0,8,0	129,78,93	0,0,0	1060	149	0.00124126480762	0.0066071491322272	1.0,0.544,1.0	1.0,1.0,1.0	-0.152					RI	chr1|-|108962308|108963467|108962308|108962469|108963380|108963467	0.0066071491322272	-0.152	0.848	1.0	537					108962308	108962469	108963380	108963467								108962308	108963467	12,7,21,50,16,24	0,20,0,33,24,19	64,41,64,46,38,50	0,8,0,0,0,0						4601	chr1	-							4601	39,126,104	0,0,4	63,101,49	0,0,0	1060	149	0.321883210448	0.5373805227121915	1.0,1.0,0.785	1.0,1.0,1.0	-0.072					0.5373805227121915	-0.072	0.9283333333333332	1.0	486					108962308	108962469	108963380	108963467								108962308	108963467	12,28,12,1,20,16	3,10,31,23,38,15	24,88,61,39,43,18	0,0,4,0,0,0						0.0066071491322272	-0.152	1	-	108962308	108963467	108962308	108962469	108963380	108963467	1159	0	0	0	False	False			0	0		False	0	False			1	False	ENST00000689103	ENST00000689103	ENST00000302500;ENST00000356970;ENST00000369968;ENST00000369969;ENST00000369970;ENST00000674527;ENST00000674561;ENST00000674849;ENST00000674992;ENST00000675001;ENST00000675018;ENST00000675128;ENST00000675508;ENST00000675571;ENST00000675584;ENST00000675650;ENST00000675654;ENST00000675790;ENST00000675956;ENST00000676059;ENST00000676306;ENST00000676391;ENST00000676392;ENST00000676454;ENST00000685014;ENST00000685104;ENST00000685497;ENST00000685540;ENST00000685628;ENST00000685791;ENST00000686078;ENST00000686434;ENST00000686576;ENST00000686776;ENST00000686821;ENST00000687099;ENST00000687134;ENST00000687226;ENST00000687328;ENST00000687449;ENST00000687591;ENST00000687646;ENST00000687734;ENST00000687865;ENST00000687998;ENST00000688070;ENST00000688168;ENST00000688285;ENST00000688610;ENST00000688778;ENST00000689189;ENST00000689351;ENST00000689359;ENST00000689479;ENST00000689991;ENST00000690509;ENST00000690756;ENST00000690781;ENST00000690874;ENST00000691342;ENST00000691513;ENST00000691556;ENST00000691731;ENST00000691777;ENST00000691876;ENST00000692342;ENST00000692404;ENST00000692511;ENST00000692584;ENST00000692732;ENST00000692775;ENST00000692795;ENST00000693089;ENST00000693336;ENST00000693673	False	False	False	0.0	False	5UTR	5UTR	UFM1_dependent
4681	ENSG00000124155	PIGT	chr20	+							4681	484,316,330	98,164,138	283,359,353	49,76,54	838	149	0.000814335030042	0.0047331776343294	0.468,0.255,0.298	0.507,0.456,0.538	-0.16					RI	chr20|+|45420527|45421583|45420527|45420693|45421382|45421583	0.0047331776343294	-0.16	0.3403333333333333	0.5003333333333333	2704					45420527	45420693	45421382	45421583								45420527	45421583	83,89,69,49,61,61	80,26,82,70,50,60	321,201,179,164,248,232	98,164,138,49,76,54						4681	chr20	+							4681	318,363,388	130,258,137	222,240,200	76,61,67	838	149	0.00555051433156	0.0219800367529776	0.303,0.2,0.335	0.342,0.412,0.347	-0.088					0.0219800367529776	-0.088	0.2793333333333333	0.367	2460					45420527	45420693	45421382	45421583								45420527	45421583	62,107,106,71,48,42	57,41,58,12,35,26	199,215,224,139,157,132	130,258,137,76,61,67						0.0047331776343294	-0.16	20	+	45420527	45421583	45420527	45420693	45421382	45421583	1056	0	9048	0	True	False	0.0		9048	0	False	False	9048	True	0.0	False	2	False	ENST00000639250;ENST00000640364	ENST00000639250;ENST00000640364	ENST00000279035;ENST00000279036;ENST00000372689;ENST00000424705;ENST00000432270;ENST00000455050;ENST00000543458;ENST00000545755;ENST00000638246;ENST00000638277;ENST00000638353;ENST00000638383;ENST00000638387;ENST00000638415;ENST00000638445;ENST00000638478;ENST00000638489;ENST00000638537;ENST00000638594;ENST00000638612;ENST00000638641;ENST00000638671;ENST00000638689;ENST00000638691;ENST00000638710;ENST00000638714;ENST00000638745;ENST00000638927;ENST00000638938;ENST00000638962;ENST00000638978;ENST00000639235;ENST00000639239;ENST00000639286;ENST00000639292;ENST00000639382;ENST00000639417;ENST00000639499;ENST00000639664;ENST00000639783;ENST00000639872;ENST00000639932;ENST00000639984;ENST00000640107;ENST00000640108;ENST00000640175;ENST00000640194;ENST00000640210;ENST00000640272;ENST00000640324;ENST00000640542;ENST00000640549;ENST00000640585;ENST00000640649;ENST00000640666;ENST00000640692;ENST00000640940;ENST00000640986;ENST00000640996;ENST00000689203;ENST00000692236	False	False	False	0.0	False	3UTR	3UTR	UFM1_dependent
4684	ENSG00000121022	COPS5	chr8	-							4684	2683,2605,2746	40,85,86	2111,2314,2845	28,11,21	2643	149	5.91004389872e-08	1.2627313305557853e-06	0.791,0.633,0.643	0.81,0.922,0.884	-0.183					RI	chr8|-|67043081|67045960|67043081|67043317|67045811|67045960	1.2627313305557853e-06	-0.183	0.6890000000000001	0.872	15575					67043081	67043317	67045811	67045960								67043081	67045960	137,92,76,60,76,50	133,105,137,103,125,137	2413,2408,2533,1948,2113,2658	40,85,86,28,11,21						4684	chr8	-							4684	1809,2553,3075	22,69,47	2010,2070,2515	10,31,50	2643	149	0.136706775605	0.2837017930854278	0.823,0.676,0.787	0.919,0.79,0.739	-0.054					0.2837017930854278	-0.054	0.762	0.8160000000000001	14261					67043081	67043317	67045811	67045960								67043081	67045960	42,72,117,25,68,75	96,93,150,115,116,114	1671,2388,2808,1870,1886,2326	22,69,47,10,31,50						1.2627313305557853e-06	-0.183	8	-	67043081	67045960	67043081	67043317	67045811	67045960	2879	0	231	0	True	False	0.0		231	0	False	False	231	True	0.0	False	1	False	ENST00000521386	ENST00000521386	ENST00000357849;ENST00000517736;ENST00000518374;ENST00000521509;ENST00000523086;ENST00000523890	False	False	False	0.0	False	3UTR	3UTR	UFM1_dependent
4708	ENSG00000135047	CTSL	chr9	+							4708	238,148,240	773,1391,1099	244,261,410	519,538,764	249	149	0.0	0.0	0.156,0.06,0.116	0.22,0.225,0.243	-0.119					RI	chr9|+|87728026|87728396|87728026|87728149|87728249|87728396	0.0	-0.119	0.1106666666666666	0.2293333333333333	6625					87728026	87728149	87728249	87728396								87728026	87728396	129,94,139,150,152,236	138,84,146,137,138,249	0,0,0,4,0,0	773,1391,1099,519,538,764						4708	chr9	+							4708	191,268,294	668,2005,1170	138,255,292	632,660,706	249	149	1.26870482573e-05	0.0001344159375891	0.146,0.074,0.131	0.116,0.188,0.198	-0.05					0.0001344159375891	-0.05	0.1169999999999999	0.1673333333333333	7279					87728026	87728149	87728249	87728396								87728026	87728396	122,151,171,75,162,169	77,139,181,82,144,178	0,0,0,0,0,0	668,2005,1170,632,660,706						0.0	-0.119	9	+	87728026	87728396	87728026	87728149	87728249	87728396	370	0	5799	0	True	False	0.0		5799	0	False	False	5799	True	0.0	False	2	False	ENST00000676576;ENST00000679252	ENST00000676576;ENST00000679252	ENST00000340342;ENST00000342020;ENST00000343150;ENST00000375894;ENST00000482054;ENST00000495822;ENST00000676466;ENST00000676480;ENST00000676531;ENST00000676769;ENST00000676881;ENST00000676909;ENST00000676946;ENST00000676961;ENST00000677019;ENST00000677262;ENST00000677345;ENST00000677349;ENST00000677523;ENST00000677615;ENST00000677638;ENST00000677761;ENST00000677821;ENST00000677864;ENST00000677935;ENST00000677955;ENST00000678259;ENST00000678367;ENST00000678442;ENST00000678596;ENST00000678599;ENST00000678649;ENST00000678654;ENST00000678752;ENST00000678965;ENST00000679025;ENST00000679028;ENST00000679030;ENST00000679141;ENST00000679149;ENST00000679157	False	False	False	0.0	False	3UTR	3UTR	UFM1_dependent
4710	ENSG00000135047	CTSL	chr9	+							4710	188,127,176	354,503,519	193,241,266	204,314,345	337	149	8.91842155681e-13	5.756606419616729e-11	0.19,0.1,0.13	0.295,0.253,0.254	-0.127					RI	chr9|+|87728026|87728809|87728026|87728396|87728584|87728809	5.756606419616729e-11	-0.127	0.14	0.2673333333333333	3430					87728026	87728396	87728584	87728809								87728026	87728809	109,56,96,119,133,137	67,58,62,47,92,99	12,13,18,27,16,30	354,503,519,204,314,345						4710	chr9	+							4710	139,248,194	292,718,488	135,217,204	281,270,324	337	149	5.10341974747e-05	0.0004322517791721	0.174,0.132,0.149	0.175,0.262,0.218	-0.067					0.0004322517791721	-0.067	0.1516666666666666	0.2183333333333333	3510					87728026	87728396	87728584	87728809								87728026	87728809	79,88,120,78,111,110	50,92,50,50,93,74	10,68,24,7,13,20	292,718,488,281,270,324						5.756606419616729e-11	-0.127	9	+	87728026	87728809	87728026	87728396	87728584	87728809	783	0	10299	0	True	False	0.0		10299	0	False	False	10299	True	0.0	False	1	False	ENST00000676466	ENST00000676466	ENST00000340342;ENST00000342020;ENST00000343150;ENST00000375894;ENST00000482054;ENST00000495822;ENST00000676480;ENST00000676531;ENST00000676576;ENST00000676769;ENST00000676881;ENST00000676909;ENST00000676946;ENST00000676961;ENST00000677019;ENST00000677262;ENST00000677345;ENST00000677349;ENST00000677523;ENST00000677615;ENST00000677638;ENST00000677761;ENST00000677821;ENST00000677864;ENST00000677935;ENST00000677955;ENST00000678259;ENST00000678367;ENST00000678442;ENST00000678596;ENST00000678599;ENST00000678649;ENST00000678654;ENST00000678752;ENST00000678965;ENST00000679025;ENST00000679028;ENST00000679030;ENST00000679141;ENST00000679149;ENST00000679157;ENST00000679252	False	False	False	0.0	False	3UTR	3UTR	UFM1_dependent
4715	ENSG00000135047	CTSL	chr9	+							4715	681,543,585	344,539,362	589,666,869	206,272,319	794	149	3.58619873575e-07	6.411245086769387e-06	0.271,0.159,0.233	0.349,0.315,0.338	-0.113					RI	chr9|+|87728584|87730498|87728584|87729735|87730380|87730498	6.411245086769387e-06	-0.113	0.221	0.334	5975					87728584	87729735	87730380	87730498								87728584	87730498	145,54,152,79,84,99	144,108,127,187,209,268	392,381,306,323,373,502	344,539,362,206,272,319						4715	chr9	+							4715	394,652,649	147,704,392	546,572,541	221,200,328	794	149	0.0409080694525	0.1099928011681422	0.335,0.148,0.237	0.317,0.349,0.236	-0.061					0.1099928011681422	-0.061	0.24	0.3006666666666666	5346					87728584	87729735	87730380	87730498								87728584	87730498	58,115,75,62,58,75	109,185,165,126,122,174	227,352,409,358,392,292	147,704,392,221,200,328						6.411245086769387e-06	-0.113	9	+	87728584	87730498	87728584	87729735	87730380	87730498	1914	0	10134	0	True	False	0.0		10134	0	False	False	10134	True	0.0	False	1	False	ENST00000676909	ENST00000676909	ENST00000340342;ENST00000342020;ENST00000343150;ENST00000375894;ENST00000482054;ENST00000495822;ENST00000676466;ENST00000676480;ENST00000676531;ENST00000676576;ENST00000676769;ENST00000676881;ENST00000676946;ENST00000676961;ENST00000677019;ENST00000677262;ENST00000677345;ENST00000677349;ENST00000677523;ENST00000677615;ENST00000677638;ENST00000677761;ENST00000677821;ENST00000677864;ENST00000677935;ENST00000677955;ENST00000678259;ENST00000678367;ENST00000678442;ENST00000678596;ENST00000678599;ENST00000678649;ENST00000678654;ENST00000678752;ENST00000678965;ENST00000679025;ENST00000679028;ENST00000679030;ENST00000679141;ENST00000679149;ENST00000679157;ENST00000679252	False	False	False	0.0	False	3UTR	3UTR	UFM1_dependent
4779	ENSG00000115266	APC2	chr19	+							4779	20,19,53	0,6,0	20,4,23	0,0,0	870	149	0.0086710765726	0.0316871522903356	1.0,0.352,1.0	1.0,1.0,1.0	-0.216					RI	chr19|+|1456852|1458060|1456852|1457243|1457964|1458060	0.0316871522903356	-0.216	0.784	1.0	145					1456852	1457243	1457964	1458060								1456852	1458060	0,0,0,2,0,1	10,10,27,4,2,2	10,9,26,14,2,20	0,6,0,0,0,0						4779	chr19	+							4779	14,11,16	0,0,0	37,23,58	0,0,2	870	149	1.0	1.0	1.0,1.0,1.0	1.0,1.0,0.832	0.056					1.0	0.056	1.0	0.944	161					1456852	1457243	1457964	1458060								1456852	1458060	0,4,0,0,1,2	2,3,10,33,6,34	12,4,6,4,16,22	0,0,0,0,0,2						0.0316871522903356	-0.216	19	+	1456852	1458060	1456852	1457243	1457964	1458060	1208	0	1948	0	True	False	1.0		1948	1	True	True	1948	True	1.0	True	1	False	ENST00000593146	ENST00000593146	ENST00000233607;ENST00000238483;ENST00000535453;ENST00000590469	False	False	False	0.0	False	3UTR	3UTR	UFM1_dependent
4906	ENSG00000158796	DEDD	chr1	-							4906	139,143,182	4,12,21	99,119,125	0,8,0	352	149	0.000427788044929	0.0027758690915392	0.936,0.835,0.786	1.0,0.863,1.0	-0.102					RI	chr1|-|161124137|161124526|161124137|161124210|161124413|161124526	0.0027758690915392	-0.102	0.8523333333333334	0.9543333333333334	852					161124137	161124210	161124413	161124526								161124137	161124526	43,49,39,31,50,31	83,82,76,58,58,72	13,12,67,10,11,22	4,12,21,0,8,0						4906	chr1	-							4906	131,144,173	22,5,12	101,187,79	1,2,10	352	149	0.0170023561968	0.0546737109012115	0.716,0.924,0.859	0.977,0.975,0.77	-0.074					0.0546737109012115	-0.074	0.833	0.9073333333333332	867					161124137	161124210	161124413	161124526								161124137	161124526	38,71,51,36,58,26	63,54,109,46,85,39	30,19,13,19,44,14	22,5,12,1,2,10						0.0027758690915392	-0.102	1	-	161124137	161124526	161124137	161124210	161124413	161124526	389	0	1950	0	True	False	0.0		1950	0	False	False	1950	True	0.0	False	7	True	ENST00000368005;ENST00000368006;ENST00000458050;ENST00000463227;ENST00000464113;ENST00000490843;ENST00000545495	ENST00000368005;ENST00000368006;ENST00000458050;ENST00000463227;ENST00000464113;ENST00000490843;ENST00000545495	ENST00000472996;ENST00000473679;ENST00000486041;ENST00000489249;ENST00000496632	True	False	True	0.8571428571428571	False	CDS	CDS	UFM1_dependent
