ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	upstream_to_intron_count	intron_to_downstream_count	intron_count	upstream_to_downstream_count
5270	ENSG00000221829.11	FANCG	chr9	-	35077263	35078343	35077263	35077399	35078140	35078343	5270	830,858,866	55,95,61	276,450,378	14,34,64	890	149	0.684331857621	0.8979933556456178	0.716,0.602,0.704	0.767,0.689,0.497	0.023	190,157,155,58,77,50	101,106,85,29,51,37	539,595,626,189,322,291	55,95,61,14,34,64
5271	ENSG00000221829.11	FANCG	chr9	-	35077263	35078736	35077263	35077399	35078604	35078736	5271	1205,1201,1314	16,26,13	395,592,473	2,5,32	1354	149	0.518205607264	0.7482073896262886	0.892,0.836,0.918	0.956,0.929,0.619	0.047	190,157,155,58,77,50	108,52,96,10,18,21	907,992,1063,327,497,402	16,26,13,2,5,32
5272	ENSG00000221829.11	FANCG	chr9	-	35077263	35078736	35077263	35078343	35078604	35078736	5272	315,258,329	108,121,183	85,89,72	86,64,72	410	149	6.06357501642e-06	7.390861834703167e-05	0.515,0.437,0.395	0.264,0.336,0.267	0.16	131,127,58,20,12,12	108,52,96,10,18,21	76,79,175,55,59,39	108,121,183,86,64,72
5273	ENSG00000221829.11	FANCG	chr9	-	35079440	35079942	35079440	35079535	35079730	35079942	5273	243,242,205	14,17,12	135,197,202	10,8,12	344	149	0.627250544713	0.8496499915806363	0.883,0.86,0.881	0.854,0.914,0.879	-0.008	150,127,126,81,131,104	67,66,38,24,39,59	26,49,41,30,27,39	14,17,12,10,8,12
5659	ENSG00000143303.12	METTL25B	chr1	+	156731990	156732473	156731990	156732115	156732280	156732473	5659	49,11,32	0,7,4	79,53,97	0,0,0	314	149	6.26892985833e-06	7.567141317181016e-05	1.0,0.427,0.792	1.0,1.0,1.0	-0.26	17,5,22,34,33,47	28,6,6,26,11,45	4,0,4,19,9,5	0,7,4,0,0,0
6406	ENSG00000167671.12	UBXN6	chr19	-	4446048	4446413	4446048	4446197	4446282	4446413	6406	77,142,109	38,48,35	20,42,32	38,39,38	234	149	5.98554823483e-08	1.2744229783325544e-06	0.563,0.653,0.665	0.251,0.407,0.349	0.291	54,57,38,17,20,22	44,106,95,7,34,16	0,14,0,0,0,0	38,48,35,38,39,38
6407	ENSG00000167671.12	UBXN6	chr19	-	4446499	4446920	4446499	4446719	4446835	4446920	6407	123,103,79	64,64,102	45,71,75	39,27,50	265	149	0.438777514782	0.6678043486332151	0.519,0.475,0.303	0.393,0.597,0.458	-0.05	52,74,39,17,28,22	81,29,41,31,44,55	0,0,0,0,0,0	64,64,102,39,27,50
6517	ENSG00000100099.22	HPS4	chr22	-	26463916	26466262	26463916	26464826	26465454	26466262	6517	35,75,32	69,107,46	7,4,10	36,30,54	777	149	5.62424298245e-08	1.2186522250312156e-06	0.089,0.118,0.118	0.036,0.025,0.034	0.077	15,5,8,0,0,0	4,1,0,0,1,2	16,69,24,7,3,8	69,107,46,36,30,54
6519	ENSG00000100099.22	HPS4	chr22	-	26465454	26466262	26465454	26465551	26466225	26466262	6519	245,304,258	0,4,1	180,169,174	2,0,0	823	149	0.852819779811	1.0	1.0,0.932,0.979	0.942,1.0,1.0	-0.01	75,67,56,45,30,26	23,35,37,17,32,26	147,202,165,118,107,122	0,4,1,2,0,0
6520	ENSG00000100099.22	HPS4	chr22	-	26466225	26468623	26466225	26466262	26468550	26468623	6520	421,303,303	15,23,27	269,226,361	29,16,6	2437	149	0.69551691208	0.908393973349214	0.632,0.446,0.407	0.362,0.463,0.786	-0.042	32,24,14,11,15,22	15,0,29,4,7,12	374,279,260,254,204,327	15,23,27,29,16,6
6521	ENSG00000100099.22	HPS4	chr22	-	26470689	26472939	26470689	26472418	26472831	26472939	6521	4,0,2	49,45,47	27,8,5	21,26,35	562	149	5.65838176314e-09	1.6138231149569525e-07	0.021,0.0,0.011	0.254,0.075,0.036	-0.111	0,0,1,10,0,1	3,0,0,3,5,0	1,0,1,14,3,4	49,45,47,21,26,35
6690	ENSG00000119688.21	ABCD4	chr14	-	74292747	74293248	74292747	74292869	74293153	74293248	6690	368,348,328	46,47,85	103,164,190	38,52,60	433	149	0.000369803563478	0.0024648211426598	0.734,0.718,0.57	0.483,0.52,0.521	0.166	201,174,127,52,73,45	89,78,147,37,46,89	78,96,54,14,45,56	46,47,85,38,52,60
6691	ENSG00000119688.21	ABCD4	chr14	-	74296332	74298069	74296332	74296449	74297638	74298069	6691	522,396,420	28,17,30	150,223,262	9,23,14	1338	149	0.323459436264	0.5356390630531506	0.675,0.722,0.609	0.65,0.519,0.676	0.054	47,19,17,12,18,22	17,24,30,14,19,11	458,353,373,124,186,229	28,17,30,9,23,14
6692	ENSG00000119688.21	ABCD4	chr14	-	74296332	74298069	74296332	74296449	74297929	74298069	6692	644,531,510	43,56,50	203,322,352	34,15,38	1629	149	0.749758711048	0.950490059157812	0.578,0.464,0.483	0.353,0.663,0.459	0.017	47,19,17,12,18,22	69,74,21,25,55,47	528,438,472,166,249,283	43,56,50,34,15,38
7225	ENSG00000168096.15	ANKS3	chr16	-	4701433	4702242	4701433	4701543	4702101	4702242	7225	97,118,76	4,29,46	44,52,43	25,24,51	707	149	0.0112758735054	0.0392638593612224	0.836,0.462,0.258	0.271,0.313,0.151	0.274	11,34,27,4,16,5	16,26,5,8,9,2	70,58,44,32,27,36	4,29,46,25,24,51
7372	ENSG00000197912.16	SPG7	chr16	+	89529476	89530808	89529476	89529579	89530682	89530808	7372	483,538,406	44,86,95	251,330,334	78,86,127	1252	149	0.00042105309176	0.0027496246631228	0.566,0.427,0.337	0.277,0.314,0.238	0.167	109,66,86,34,55,39	55,43,53,34,83,63	319,429,267,183,192,232	44,86,95,78,86,127
7374	ENSG00000197912.16	SPG7	chr16	+	89530682	89532066	89530682	89530808	89531903	89532066	7374	417,402,353	288,293,295	274,258,194	142,294,311	1244	149	0.0267716975654	0.0791152045643531	0.148,0.141,0.125	0.188,0.095,0.07	0.02	75,51,35,58,53,36	38,10,42,11,7,9	304,341,276,205,198,149	288,293,295,142,294,311
7375	ENSG00000197912.16	SPG7	chr16	+	89530682	89532066	89530682	89530808	89531924	89532066	7375	438,416,375	2,3,0	290,278,217	0,4,1	1265	149	0.746103003966	0.9482884507602491	0.963,0.942,1.0	1.0,0.891,0.962	0.017	75,51,35,58,53,36	44,15,46,26,25,28	319,350,294,206,200,153	2,3,0,0,4,1
7376	ENSG00000197912.16	SPG7	chr16	+	89540943	89541346	89540943	89541027	89541152	89541346	7376	223,190,404	9,14,19	241,230,254	3,3,16	274	149	0.0378596505142	0.10448036766565	0.931,0.881,0.92	0.978,0.977,0.896	-0.04	108,100,210,124,89,147	128,93,237,133,156,141	2,0,11,4,1,4	9,14,19,3,3,16
7377	ENSG00000197912.16	SPG7	chr16	+	89540943	89542279	89540943	89540977	89541152	89542279	7377	248,220,431	0,0,0	258,262,292	0,6,3	324	149	0.33750760657	0.5516736296319403	1.0,1.0,1.0	1.0,0.953,0.978	0.023	107,105,160,94,78,123	128,93,237,133,156,141	13,22,34,31,28,28	0,0,0,0,6,3
7378	ENSG00000197912.16	SPG7	chr16	+	89540943	89542279	89540943	89541027	89541201	89542279	7378	316,301,472	8,1,0	321,280,355	6,1,1	323	149	0.943430317947	1.0	0.948,0.993,1.0	0.961,0.992,0.994	-0.002	108,100,210,124,89,147	189,182,195,150,150,169	19,19,67,47,41,39	8,1,0,6,1,1
7379	ENSG00000197912.16	SPG7	chr16	+	89545871	89546181	89545871	89546030	89546131	89546181	7379	37,35,26	2,0,0	34,33,40	0,0,3	250	149	0.84156967722	1.0	0.917,1.0,1.0	1.0,1.0,0.888	0.01	19,18,13,19,16,29	18,17,13,15,16,11	0,0,0,0,1,0	2,0,0,0,0,3
7382	ENSG00000197912.16	SPG7	chr16	+	89545871	89546760	89545871	89546030	89546657	89546760	7382	121,52,111	0,3,3	85,142,156	0,2,14	776	149	0.205658893349	0.3887485616572342	1.0,0.769,0.877	1.0,0.932,0.681	0.011	19,18,13,19,16,29	43,9,36,30,31,35	59,25,62,36,95,92	0,3,3,0,2,14
7383	ENSG00000197912.16	SPG7	chr16	+	89545871	89546760	89545871	89546181	89546657	89546760	7383	102,34,88	0,17,1	66,125,127	15,3,10	625	149	0.262728884108	0.4635829322287456	1.0,0.323,0.955	0.512,0.909,0.752	0.035	34,9,9,11,47,35	43,9,36,30,31,35	25,16,43,25,47,57	0,17,1,15,3,10
7384	ENSG00000197912.16	SPG7	chr16	+	89554485	89556085	89554485	89554563	89555877	89556085	7384	438,450,344	2,1,0	264,416,450	5,5,4	1463	149	0.000239801167749	0.001696605026418	0.957,0.979,1.0	0.843,0.894,0.92	0.093	18,35,27,11,22,57	67,61,57,20,96,85	353,354,260,233,298,308	2,1,0,5,5,4
7386	ENSG00000197912.16	SPG7	chr16	+	89554485	89556085	89554485	89554563	89555958	89556085	7386	475,515,389	1,0,5	308,438,500	0,0,0	1544	149	0.213200006675	0.3987722635449768	0.979,1.0,0.882	1.0,1.0,1.0	-0.046	18,35,27,11,22,57	64,84,59,52,94,65	393,396,303,245,322,378	1,0,5,0,0,0
7387	ENSG00000197912.16	SPG7	chr16	+	89554485	89557747	89554485	89554563	89556886	89557747	7387	718,907,807	320,270,369	536,719,765	214,320,344	2472	149	0.352700244994	0.5720068506488252	0.119,0.168,0.116	0.131,0.119,0.118	0.012	18,35,27,11,22,57	39,81,37,23,16,36	661,791,743,502,681,672	320,270,369,214,320,344
7388	ENSG00000197912.16	SPG7	chr16	+	89554485	89557747	89554485	89556085	89556886	89557747	7388	246,397,424	5,41,23	226,274,258	23,31,38	950	149	0.00564620046583	0.0224238997775061	0.885,0.603,0.743	0.606,0.581,0.516	0.176	21,23,34,28,65,43	39,81,37,23,16,36	186,293,353,175,193,179	5,41,23,23,31,38
7389	ENSG00000197912.16	SPG7	chr16	+	89556886	89557747	89556886	89557173	89557271	89557747	7389	872,1039,1081	8,2,0	589,828,1001	0,8,6	247	149	1.0	1.0	0.985,0.997,1.0	1.0,0.984,0.99	0.003	581,652,696,388,546,607	489,596,608,346,401,572	0,0,0,0,8,4	8,2,0,0,8,6
7518	ENSG00000154222.15	CC2D1B	chr1	-	52355397	52355666	52355397	52355449	52355607	52355666	7518	85,97,125	155,168,155	94,105,90	61,93,179	307	149	0.0737657624414	0.1782236624470704	0.21,0.219,0.281	0.428,0.354,0.196	-0.089	54,71,69,39,49,63	21,20,33,35,39,14	10,6,23,20,17,13	155,168,155,61,93,179
7519	ENSG00000154222.15	CC2D1B	chr1	-	52357780	52358461	52357780	52357898	52358330	52358461	7519	284,324,316	46,56,26	148,169,194	40,37,79	581	149	0.000349440741258	0.0023443879927724	0.613,0.597,0.757	0.487,0.539,0.386	0.185	61,82,89,39,38,38	41,78,65,27,44,48	182,164,162,82,87,108	46,56,26,40,37,79
7520	ENSG00000154222.15	CC2D1B	chr1	-	52357780	52358461	52357780	52357916	52358330	52358461	7520	265,317,285	0,10,6	135,167,194	1,3,3	563	149	0.394214604368	0.6176095947839999	1.0,0.893,0.926	0.973,0.936,0.945	-0.012	42,81,63,26,36,38	41,78,65,27,44,48	182,158,157,82,87,108	0,10,6,1,3,3
7521	ENSG00000154222.15	CC2D1B	chr1	-	52360423	52361132	52360423	52360549	52360973	52361132	7521	99,154,170	142,169,148	57,64,99	132,138,166	573	149	6.22483637946e-06	7.543615944436506e-05	0.153,0.192,0.23	0.101,0.108,0.134	0.077	22,29,23,8,18,7	29,77,109,31,18,48	48,48,38,18,28,44	142,169,148,132,138,166
7818	ENSG00000214655.11	ZSWIM8	chr10	+	73791858	73792852	73791858	73792490	73792589	73792852	7818	352,329,508	2,0,6	326,353,387	4,12,5	248	149	0.00444446693518	0.0186412252028206	0.991,1.0,0.981	0.98,0.946,0.979	0.022	194,149,221,152,185,204	181,209,330,198,203,230	0,0,0,0,0,0	2,0,6,4,12,5
7819	ENSG00000214655.11	ZSWIM8	chr10	+	73794146	73794639	73794146	73794330	73794540	73794639	7819	476,544,401	92,200,128	286,428,344	56,70,100	359	149	0.0954154948343	0.2166991904903435	0.682,0.53,0.565	0.679,0.717,0.588	-0.069	187,175,158,114,130,121	200,277,175,111,186,147	89,92,68,61,112,76	92,200,128,56,70,100
7820	ENSG00000214655.11	ZSWIM8	chr10	+	73794146	73794639	73794146	73794330	73794555	73794639	7820	522,556,457	61,131,98	318,456,384	60,62,53	374	149	0.24149234273	0.4360942584235159	0.773,0.628,0.65	0.679,0.746,0.743	-0.039	187,175,158,114,130,121	232,287,219,123,203,180	103,94,80,81,123,83	61,131,98,60,62,53
7821	ENSG00000214655.11	ZSWIM8	chr10	+	73800639	73801195	73800639	73800759	73801016	73801195	7821	331,271,331	190,149,158	143,257,246	144,185,225	406	149	2.3362774051e-05	0.0002367942652574	0.39,0.4,0.435	0.267,0.338,0.286	0.111	64,56,27,18,30,62	188,159,207,89,169,132	79,56,97,36,58,52	190,149,158,144,185,225
7822	ENSG00000214655.11	ZSWIM8	chr10	+	73800639	73801195	73800639	73800759	73801084	73801195	7822	450,408,526	13,24,15	238,391,354	23,7,15	474	149	0.436794017732	0.6652306974588527	0.916,0.842,0.917	0.765,0.946,0.881	0.028	64,56,27,18,30,62	238,236,300,156,219,179	148,116,199,64,142,113	13,24,15,23,7,15
7930	ENSG00000035681.9	NSMAF	chr8	-	58585651	58586000	58585651	58585761	58585897	58586000	7930	152,227,182	206,369,391	80,83,124	213,361,382	285	149	2.58398870079e-08	5.912320415389656e-07	0.278,0.243,0.196	0.164,0.107,0.145	0.1	89,119,95,53,39,60	72,108,87,33,45,64	6,0,0,0,4,0	206,369,391,213,361,382
8035	ENSG00000068438.15	FTSJ1	chrX	+	48477960	48478518	48477960	48478168	48478448	48478518	8035	355,289,268	38,66,45	75,42,61	24,12,56	429	149	0.000540449485252	0.0033645038005738	0.764,0.603,0.674	0.52,0.549,0.274	0.233	136,70,97,9,14,22	91,76,61,29,5,19	128,143,110,37,23,20	38,66,45,24,12,56
8036	ENSG00000068438.15	FTSJ1	chrX	+	48481425	48481715	48481425	48481528	48481631	48481715	8036	62,97,131	55,49,73	12,24,13	17,39,52	252	149	9.23461321967e-07	1.4519653400773448e-05	0.4,0.539,0.515	0.294,0.267,0.129	0.255	30,41,39,4,0,0	43,63,106,11,24,13	0,0,0,0,0,0	55,49,73,17,39,52
8037	ENSG00000068438.15	FTSJ1	chrX	+	48482596	48483027	48482596	48482794	48482985	48483027	8037	214,299,179	56,87,98	30,56,36	10,49,50	340	149	0.0123996036944	0.0423118363127772	0.626,0.601,0.445	0.568,0.334,0.24	0.177	41,89,64,13,25,9	145,135,69,13,11,7	28,75,46,4,20,20	56,87,98,10,49,50
