motif_DB	motif_ID	motif_ALT_ID	seq_ID	FASTA_score	PWM_score	class
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_77_ENST00000534600.5::11:43327878-43328711(+)	228	2.84881	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_1289_ENST00000646045.2::5:39108262-39110355(-)	1440	2.84843	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_1166_ENST00000647265.1::X:20194268-20195064(-)	1317	2.84638	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_716_ENST00000689205.1::11:134209477-134210269(-)	867	2.83137	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_706_ENST00000679711.1::6:135404977-135405734(-)	857	2.82375	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	ID=123::14:30700258-30702295(+)	124	2.81059	tp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_952_ENST00000512923.5::5:81440636-81442652(-)	1103	2.76526	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	ID=89::9:87728149-87728249(+)	90	2.76012	tp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_1039_ENST00000489896.1::2:38299327-38300271(-)	1190	2.74821	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_1082_ENST00000521549.5::8:52212109-52214202(-)	1233	2.71608	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	ID=95::1:6094485-6095322(+)	96	2.7046	tp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_535_ENST00000409311.5::2:110650784-110653435(-)	686	2.70063	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_1175_ENST00000342216.8::19:14443621-14446425(+)	1326	2.67248	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_604_ENST00000360108.7::1:181724537-181726064(+)	755	2.65871	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_1333_ENST00000618516.4::1:114910501-114911478(+)	1484	2.64732	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_1021_ENST00000529051.5::11:124988134-124991460(+)	1172	2.60568	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_1204_ENST00000681483.1::2:165857614-165858214(-)	1355	2.60532	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_523_ENST00000581552.5::17:8889222-8889972(-)	674	2.57307	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_598_ENST00000357763.8::16:72056243-72056529(+)	749	2.5388	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_1135_ENST00000524823.6::16:16348587-16348696(+)	1286	2.52535	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_964_ENST00000023897.10::5:161873337-161875559(+)	1115	2.48428	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_1231_ENST00000265428.4::8:86427817-86430696(+)	1382	2.46659	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_637_ENST00000639128.1::18:70092804-70109497(-)	788	2.43741	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_1100_ENST00000393359.7::2:105275703-105277613(-)	1251	2.41443	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_1087_ENST00000376829.7::13:95611493-95612036(-)	1238	2.41391	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_72_ENST00000033079.7::5:137940348-137941943(-)	223	2.37696	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_934_ENST00000440446.2::3:113939996-113940239(+)	1085	2.37383	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_831_ENST00000678061.1::15:60361054-60364428(-)	982	2.35965	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_1238_ENST00000471827.1::5:135951368-135952870(-)	1389	2.33473	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_1232_ENST00000439709.5::2:201330833-201342369(-)	1383	2.32223	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_881_ENST00000326194.11::X:48516146-48517182(+)	1032	2.31843	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_874_ENST00000689757.1::20:10275563-10277684(+)	1025	2.30877	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	ID=73::1:111762782-111762905(+)	74	2.27369	tp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	ID=59::5:141661789-141662042(-)	60	2.27209	tp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	ID=85::1:108962469-108963360(-)	86	2.27035	tp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_660_ENST00000658259.1::5:80787672-80792732(+)	811	2.2612	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	Const_557_ENST00000415967.2::7:55982280-55983727(+)	708	2.22428	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	ID=86::1:108962469-108963380(-)	87	2.22023	tp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00448_2.00	M00448_2.00	ID=145::9:130700935-130702133(+)	146	2.2193	tp
#
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_777_ENST00000307765.10::4:158612201-158612290(+)	928	6.19824	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_1143_ENST00000621147.5::X:45059104-45059246(+)	1294	6.00216	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_1287_ENST00000467761.6::3:108353780-108355114(+)	1438	4.5836	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_527_ENST00000460641.1::2:186666783-186667149(+)	678	4.46668	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_1103_ENST00000466182.5::7:135206058-135207119(-)	1254	4.38328	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_443_ENST00000683634.1::4:102315830-102324249(-)	594	4.09664	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_243_ENST00000552370.5::12:49758275-49758382(+)	394	3.98783	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_1053_ENST00000374594.1::9:108943816-108943961(-)	1204	3.82368	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_3_ENST00000634411.1::7:114642623-114644684(+)	154	3.59002	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_364_ENST00000550015.1::12:101048033-101048340(+)	515	3.45544	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_449_ENST00000673885.1::2:190986947-190987038(-)	600	3.45417	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_537_ENST00000495790.1::10:32293194-32293591(-)	688	3.45036	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_367_ENST00000551268.5::12:42210454-42210547(-)	518	3.37198	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_590_ENST00000295887.6::4:84638992-84640837(+)	741	3.29862	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	ID=10::X:136879158-136879318(-)	11	3.24595	tp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_644_ENST00000382549.8::21:32610005-32612104(-)	795	3.24427	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_1333_ENST00000618516.4::1:114910501-114911478(+)	1484	3.19739	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_613_ENST00000658729.1::5:43624120-43628199(+)	764	3.07941	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_1116_ENST00000564845.5::16:53314516-53314822(+)	1267	3.04385	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_1075_ENST00000359062.4::12:20646950-20648687(+)	1226	3.03425	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_283_ENST00000495792.1::2:190260511-190261155(-)	434	2.95259	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_205_ENST00000339514.8::2:191360729-191362267(+)	356	2.94198	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_888_ENST00000514987.6::4:76134362-76136185(-)	1039	2.87055	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_704_ENST00000475668.6::7:142050284-142050696(+)	855	2.85713	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_1084_ENST00000678077.1::12:54284317-54284548(+)	1235	2.7849	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_11_ENST00000380927.6::15:49012817-49016559(-)	162	2.7554	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_1310_ENST00000659463.1::1:79025324-79028089(-)	1461	2.74499	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	ID=134::7:152159072-152162116(-)	135	2.7195	tp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	ID=56::16:28487541-28488590(-)	57	2.7016	tp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_508_ENST00000369553.5::1:113962438-113963386(+)	659	2.67798	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_1139_ENST00000692361.1::7:92213401-92213891(-)	1290	2.66475	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_457_ENST00000375015.8::6:32369983-32371693(-)	608	2.64693	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_1231_ENST00000265428.4::8:86427817-86430696(+)	1382	2.63533	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_952_ENST00000512923.5::5:81440636-81442652(-)	1103	2.60603	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	ID=139::10:102376800-102376934(+)	140	2.56737	tp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	ID=34::12:115980938-115982383(-)	35	2.56305	tp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_116_ENST00000528746.5::11:129915860-129917126(-)	267	2.53766	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	ID=119::14:20455773-20455913(+)	120	2.51219	tp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_70_ENST00000618846.4::3:78634042-78635772(-)	221	2.49967	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_1161_ENST00000299138.12::16:46680853-46681376(-)	1312	2.49692	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_348_ENST00000507947.5::4:75657014-75657556(-)	499	2.48554	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_962_ENST00000273352.8::3:100630809-100633264(+)	1113	2.48074	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_1101_ENST00000425847.6::3:131468168-131469695(-)	1252	2.47545	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_1148_ENST00000369172.8::10:118310908-118311206(-)	1299	2.4741	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_1323_ENST00000370360.8::1:92247144-92247877(-)	1474	2.46688	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_1166_ENST00000647265.1::X:20194268-20195064(-)	1317	2.42597	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_807_ENST00000529970.5::11:120459320-120460671(+)	958	2.39127	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_100_ENST00000626873.2::2:224920-229965(-)	251	2.38981	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_906_ENST00000366525.8::1:244855608-244855903(-)	1057	2.37849	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_1189_ENST00000530181.5::11:7648911-7649146(+)	1340	2.30299	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_1111_ENST00000672502.1::4:113336057-113336576(+)	1262	2.29484	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	ID=55::14:88841196-88841424(+)	56	2.28967	tp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	Const_709_ENST00000690229.1::1:150949278-150949366(+)	860	2.28671	fp
/Users/ranjithpapareddy/Desktop/Desktop-Ranjith-iMac/forGIT/UFMylation_Ribosome_stalling_RNA_Splicing/Part4_Splicing_Analysis/data/motifs/CisBP_Human_All.meme	M00802_2.00	RBMS2	ID=138::10:102376784-102376934(+)	139	2.28422	tp
